ad_id,campaign_id,headline_text,body_text,call_to_action,platform,placement,ad_format,category,impressions,clicks,conversions,spend
enriched_ad_1013,campaign_040,"$20,000 BLAST STA This Crypto Conglomerate IPO Is Taking Esports by Storm! (OTC: APETF CSE: ALPA) LE",,LEARN MORE,,,image,ecommerce,83284,1617,96,1041.84
enriched_ad_1014,campaign_015,Collaborate with Remote Teams! Speech to Text to Magic on Video Transcripts,Get started now and transform your videos into searchable text using Trint's cutting-edge speech-to-text technology.,GET STARTED,,,video,ecommerce,40214,631,40,627.2
enriched_ad_1015,campaign_047,NEWCHIC IS HIGH TOP SNEAKERS KHAKI BLACK,,,,,image,ecommerce,99547,1374,82,1596.18
enriched_ad_1016,campaign_026,Make Every Event Count,"#1 meeting and events platform powering unique company event experiences anywhere. Request a Demo je to i ja e glisser Dupellentesque non esse NATICINAT 44 3,766 59%",,,,video,,84908,2242,162,1107.75
enriched_ad_1017,campaign_025,Fed Stimulus Pays Off Your Mortgage,"If you have no missed payments, the Fed stimulus can help pay off your mortgage.",,,,image,finance,91687,933,30,2596.71
enriched_ad_1018,campaign_020,LEDIN - Free Shipping,Up to 60% off on all products. Shop now and save big!,Shop Now,,,image,ecommerce,98756,1773,96,1677.9
enriched_ad_1019,campaign_010,Meet Adorable Lucy Platina in Advance,"Come and experience the charm of our adorable bakery girl, Lucy. Pre-create your personalized platters now!",Pre-CREATE NOW,,,image,ecommerce,94538,1414,143,1063.92
enriched_ad_1020,campaign_043,Build Your Online Brand,SQUARESPACE offers an easy way to brand your online presence with just a few simple steps.,,,,image,ecommerce,43129,839,41,518.43
enriched_ad_1021,campaign_026,TAKE CARE WITH WHOLE BODY WELLNESS,abreva FLONASE LONASE Rebussi Advil FO THERAFLU THERARD WATE bebery Available at Publix SAVE NOW gsk Use products as directed.,,,,image,ecommerce,38561,477,22,374.89
enriched_ad_1022,campaign_009,Dostane - The Orderings BoxLunch,,Shop Now,,,image,ecommerce,92129,1040,69,938.39
enriched_ad_1023,campaign_033,Lucid Collaboration,Better collaboration through visuals. Explore Lucid.,,,,image,ecommerce,23734,272,13,391.38
enriched_ad_1024,campaign_006,"Trees, Seeds Feeds",EST.1984 GOLDEN GATE NURSERY Local Family-Owned & Operated 239.455.7233,,,,image,ecommerce,97632,1841,143,968.61
enriched_ad_1025,campaign_001,FOR A LIMITED TIME New Websites for Community Banks,"New websites are available at no charge, providing simple solutions and unimaginable results. Discover more about our services.",LEARN MORE,,,image,ecommerce,67336,803,77,990.27
enriched_ad_1026,campaign_014,ARM YOURSELF FOR ADVENTURE.,Get your vaccine before you go. Visit Vaccines.gov for more information and to get vaccinated safely.,Visit Vaccines.Gov,,,image,healthcare,71893,1175,51,1238.05
enriched_ad_1027,campaign_050,Important Design,,Learn More,,,image,ecommerce,58783,986,97,905.94
enriched_ad_1028,campaign_007,RE-ENROLLMENT,Bringing stop-outs back to graduate GET STARTED >,,,,image,education,36454,836,74,391.0
enriched_ad_1029,campaign_016,LEDIN EXTRA,,Shop Now,,,image,ecommerce,33269,372,24,436.92
enriched_ad_1030,campaign_027,DELIVER ON THE PROMISE ANALYTICS OF GET THE GUIDE LEARNING MADE EASY Snowflake Special Edition Cloud,"Snowflake Special Edition offers a unique approach to learning about the world of cloud marketing and analytics. Discover how you can easily unify and analyze all your data, breaking down silos for comprehensive insights.",,,,image,ecommerce,70832,1129,91,1072.32
enriched_ad_1031,campaign_008,The World's Largest Wine Competition,2022 Decanter World Wine Awards - UNRIVALLED GLOBAL REACH. Enter Now.,,,,image,entertainment,32420,898,134,169.07
enriched_ad_1032,campaign_025,NordicTrack BLACK FRIDAY STARTS EARLY,Shop NordicTrack for Black Friday deals starting early. Get up to 25% off on selected models.,SHOP NOW,,,image,ecommerce,21070,334,31,317.6
enriched_ad_1033,campaign_008,Have You Had Your Mammogram?,Early Detection Saves Lives. SCHEDULE NOW You're Safe at Sentara,Schedule Now,,,image,healthcare,79376,1503,106,1892.37
enriched_ad_1034,campaign_046,LIVER IN DANGER?,"↑↑↑
12
Dying Liver???
4 Warning Signs of Dying Liver (#2 Is Scary!)",,,,image,healthcare,34617,597,21,667.08
enriched_ad_1035,campaign_016,The Ultimate Collection: Event Marketing and Management for Dummies,,GET THE BUNDLE,,,image,education,73212,1075,164,776.04
enriched_ad_1036,campaign_036,More Than Just Headless Commerce Platform,III. The complete solution you need to confidently deliver business results fast.,,,,image,ecommerce,43008,708,47,585.58
enriched_ad_1037,campaign_031,JUSTFASHION NOW,WEAR YOUR BEAUTY Find Your Favorite Look Multiple Sizes and Colors SHOP NOW,SHOP NOW,,,image,ecommerce,65732,751,41,1054.89
enriched_ad_1038,campaign_024,Upload Your Audio/Video File.,Get a Transcript In 1 HOUR. transcribe Transcribe Now,,,,video,ecommerce,61773,1576,141,793.4
enriched_ad_1039,campaign_025,NeatBooks™ Accounting Software,Accounting software that speaks your language. Start my 15-day free trial.,Start My Free Trial,,,image,ecommerce,77592,899,56,1246.82
enriched_ad_1040,campaign_015,"Amortgage.net","Today's Refinance Rate 1.997% APR | 15-YEAR FIXED TERM NO REGISTRATION, NO LOGIN NO SSN REQUIRED. Calculate Payment *Terms & conditions apply. NMLS #1912050 (nmisconsumeraccess.org). J894",Learn More,facebook,,image,ecommerce,85956,1468,131,1407.2
enriched_ad_1041,campaign_033,Want Instant Savings on Tech You Love?,"Discover exclusive deals, cash back offers and more with Retail Me Not's Deal Finder™. Find the best prices for your favorite tech products.",Shop Now,facebook,,image,ecommerce,72332,1130,60,1098.2
enriched_ad_1042,campaign_047,Andy’s Favorite Brands,,,,,image,ecommerce,55206,729,61,878.5
enriched_ad_1043,campaign_006,Andy’s Favorite Brands,"Discover Andy's favorite brands and get inspired by the latest trends in fashion, beauty, tech gadgets, home decor, etc. Explore our curated collection of top-notch products that are sure to impress.",Click Here To Learn More...,,,image,ecommerce,41314,841,73,426.89
enriched_ad_1044,campaign_038,"Like A Grandmother, But So Much Cooler","Gigi. jee-jee/-noun.
1. like a grandmother,
but so much cooler
see also:
best friend,
extraordinary
5THINGS YOU SHOULDN'T FORGET MY HUSBAND.",,,,image,entertainment,47142,741,123,374.07
enriched_ad_1045,campaign_026,Anniversary Up to 25x,,Shop Now,,,image,ecommerce,80472,1364,91,1324.56
enriched_ad_1046,campaign_017,Today's Refinance Rate,"1.997 % APR
15-YEAR FIXED TERM
Calculate Payment
*Terms & conditions apply.
nMLS# 1912050 (nmisconsumeraccess.org).
j894",,,,image,real_estate,46963,408,10,820.9
enriched_ad_1047,campaign_038,Austin Trail Lights,Powered by H-E-B Experience The Magic Schedule Your Visit,,,,image,entertainment,22262,522,66,154.17
enriched_ad_1048,campaign_025,I Didn't Get Screened Because I Was Afraid,"GetScreened - Terry, Colon Cancer Survivor. American Cancer Society.",Learn More,,,image,healthcare,74040,1191,80,1960.12
enriched_ad_1049,campaign_032,"Tis the Season, Austin","Explore roasts, toasts & holiday cheer.",Explore Now,,,image,ecommerce,69191,926,67,817.79
enriched_ad_1050,campaign_012,PROMOTED SERIES THE NEIGHBORHOOD GUIDE,PRESENTED BY Kuper Sotheby's INTERNATIONAL REALTY Thaule 88 Austin Neighborhoods EXPLORE AUSTIN NEIGHBORHOODS,,,,image,real_estate,56940,554,11,1259.45
enriched_ad_1051,campaign_030,Newchic Mens Fashion,,Show Now,,,image,ecommerce,70195,1473,136,765.02
enriched_ad_1052,campaign_019,The Spruce Design Your Dream Yard,,Get Started,,,image,home improvement/electrical/plumbing/landscaping/gardening,22027,307,19,303.02
enriched_ad_1053,campaign_044,You're Invited to Become A Member,Jed Beekeeping Hive Minds Sign Up Today!,,,,image,ecommerce,64535,1159,119,806.5
enriched_ad_1054,campaign_041,Learn How to Care,"Flock Starter Guide - The Journey from Chiudete Layers Backyard Poultry Nutrena From brooder and coop setup to which breeds are best for you! We also explore feeding, heating, and common ailments. It's FREE!",,,,image,ecommerce,44249,608,57,483.64
enriched_ad_1055,campaign_040,Backyard Poultry Magazine,"America's favorite poultry magazine. Homestead, Racket for the dangers of change.",Subscribe Today!,,,image,ecommerce,82866,1130,80,882.42
enriched_ad_1056,campaign_013,"Improve Enrollment, Retention and Completion",Get Started > Through Coaching,,,,image,education,89862,1311,134,944.24
enriched_ad_1057,campaign_023,Ready Rice,,Add to Cart,,,image,food,81701,1876,199,949.49
enriched_ad_1058,campaign_016,Want to Start a Business? Connect to Your Future with JA Connect!,Learn More EY Junior Achievement,,,,image,education,54492,843,91,373.56
enriched_ad_1059,campaign_026,SAVE BIG ON HOME SECURITY,"SIMPLI-SAFE offers comprehensive home security solutions to keep your loved ones safe. With our affordable packages, you can enjoy peace of mind without breaking the bank.",SHOP NOW,,,image,ecommerce,62810,1283,84,1050.73
enriched_ad_1060,campaign_015,Free Shipping,,,,,image,ecommerce,55727,1057,71,870.04
enriched_ad_1061,campaign_031,Trust Your Mac with Notarization,Ensure the security and reliability of your device. Get certified for peace of mind.,Get CleanMyMac X Now!,facebook,,image,ecommerce,65997,1305,103,1169.16
enriched_ad_1062,campaign_017,ARRIA - Intelligent Narratives,Experience now for Digital Finance. Watch on demand.,,,,video,ecommerce,50989,1039,103,799.13
enriched_ad_1063,campaign_012,Free Domain Name,Get your own APP or DEV domain name for just $1. Sign up now to claim your free domain!,Sign Up Now,,,image,ecommerce,66529,873,42,824.52
enriched_ad_1064,campaign_023,Unlimited Royalty Free Music,"Corporate, Sound Effects, Logos and Indents. Cinematic music available.",Start Now,,,image,ecommerce,84369,1471,142,1484.0
enriched_ad_1065,campaign_013,Book Fair at Green Valley,"Join us for our weekly book fair from Tuesday to Saturday, open every day between 8 am and 5 pm. Discover new books in the cozy setting of green valley.",SHOP NOW,,,image,ecommerce,30968,578,53,372.95
enriched_ad_1066,campaign_028,Perfect Gifts FOR the HOLIDAYS,,Shop Now,,,image,ecommerce,43939,694,37,666.73
enriched_ad_1067,campaign_016,Free Domain Name,,,,,image,ecommerce,92033,969,61,1122.28
enriched_ad_1068,campaign_025,MARVEL Champions,Ⓒ2021 Marvel The Card Game Be a Champion!,Order Now,,,image,entertainment,38874,825,99,333.54
enriched_ad_1069,campaign_001,"New in Proclaim - Easy Live Stream, Multi-Screen Setup",Experience the power of live video with slides. You deserve to shine.,,,,video,entertainment,95867,2766,460,815.89
enriched_ad_1070,campaign_015,Lightinthebox.com,,Learn More,facebook,,image,ecommerce,29867,432,39,395.23
enriched_ad_1071,campaign_027,Cruise critic Crystal,"Announcement: Free charter air and hotels on Antarctica cruises. Savings up to $9,000 per suite with Crystal Expedition Cruises.",Learn More,,,image,entertainment,50795,1354,156,291.47
enriched_ad_1072,campaign_007,Purchase Your New Cover Today!,,Shop Now,,,image,ecommerce,72035,1450,133,995.32
enriched_ad_1073,campaign_026,"Pilates Practice Pilates Online, Anytime",Start your journey with our online Pilates classes. Enjoy the convenience of practicing anytime and anywhere.,START 15-DAY TRIAL,,,image,ecommerce,77879,893,92,786.94
enriched_ad_1074,campaign_025,Are You a Digital Marketer?,Learn How Agile Can Help You,,,,image,ecommerce,54930,952,92,535.66
enriched_ad_1075,campaign_006,Perfect Gifts FOR The Holidays,,Shop Now,,,image,ecommerce,60567,644,50,1067.0
enriched_ad_1076,campaign_021,65% OFF Genuine Leather,,,,,image,ecommerce,69678,1255,126,1103.89
enriched_ad_1077,campaign_013,Dying Liver?,Most People Notice This Too Late. 4 Warning Signs (#2 Is Scary! >,,,,image,healthcare,21073,334,15,361.56
enriched_ad_1078,campaign_019,Perfect Gifts FOR the HOLIDAYS,,Shop Now,,,image,ecommerce,40786,539,42,613.01
enriched_ad_1079,campaign_021,Perfect Gifts FOR the HOLIDAYS,NHLSHOP.COM AF Fanatics Experience C epitels Washington Shop Now,Shop Now,,,image,ecommerce,50189,691,51,661.27
enriched_ad_1080,campaign_047,FanByte - The Best Gaming Content Delivered Daily,"Discover the ultimate in gaming news, reviews, and updates. Get your fix of top-tier game insights straight to you every day.",Join FanByte Today!,facebook,,image,entertainment,55970,1306,185,325.23
enriched_ad_1081,campaign_031,FOR THE LOVE OF CATS. GO NATURALLY SAFE.,,Switch Today,,,image,ecommerce,73193,1143,70,1072.48
enriched_ad_1082,campaign_021,Love War Betrayal The True Story Of Pocahontas,,Get Your DVD & 4K Streaming Pocahontas,,,video,entertainment,59393,1244,161,434.51
enriched_ad_1083,campaign_028,1-Step Jowl-Lifting Technique (Try Tonight),For illustrative purposes only. City,,,,image,healthcare,52490,934,47,1342.47
enriched_ad_1084,campaign_007,"Shop Now! Buy 3 Get 4th, Save up to 40% Off",,SHOP NOW >>,,,image,ecommerce,86054,1218,86,1137.3
enriched_ad_1085,campaign_036,MSI CREATOR ACADEMY ONLINE WORKSHOP with Rio Purba & Christiawan Lie,,JOIN NOW!,,,image,education,73179,1736,179,744.07
enriched_ad_1086,campaign_045,Official PC & Monitor of TSM FTX,The World's first 16' QHD Gaming laptop. GEAR UP NOW with LEGION 7 featuring Intel® Core™ i9 Lenovo.,GEAR UP NOW,,,image,ecommerce,86534,1034,93,1079.15
enriched_ad_1087,campaign_039,Save on Restaurants with GrubHub Perks,Discover special deals and get restaurant deliveries you love faster. Check out GrubHub Perks today!,Check out Grubhub Perks for Special Deals! Get delivery now,,,image,ecommerce,56859,957,50,690.3
enriched_ad_1088,campaign_013,The Musical Grinch Stole Christmas!,"NOV. 16-21, 2021 Belk Theater Dr. Seuss How The Grinch Stole Christmas! Get Tickets",Get TICKETS,,,image,entertainment,81368,1174,178,556.66
enriched_ad_1089,campaign_001,75TH ANNIVERSARY THANKSGIVING PARADE,"WE'RE LIGHTING UP THE NIGHT SKY UPTOWN CHARLOTTE | WEDNESDAY, NOV 24 | STEPS OFF AT 6PM TUN HUN",,,,image,entertainment,79768,2080,339,604.64
enriched_ad_1090,campaign_024,Date My Age,"Cloe, 42 Find a match for everyone CHAT NOW",Chat Now,,,image,entertainment,91819,2276,362,706.31
enriched_ad_1091,campaign_014,LEDIN UP TO 60%,,SHOP NOW,,,image,ecommerce,24276,449,30,335.38
enriched_ad_1092,campaign_008,LEDIN UP TO OFF SHOP NOW,,Shop Now,,,image,ecommerce,28399,577,59,467.34
enriched_ad_1093,campaign_025,Redefining Affordable Housing,"AND //FAIRSTEAD REDEFINING AFFORDABLE HOUSING 25,000 residents www. I 90+ communities 18 states LEARN MORE",,,,image,real_estate,28094,219,4,795.46
enriched_ad_1094,campaign_029,"Soothe Better Flexibility, Better Pay",,Apply Now,,,image,ecommerce,25103,481,33,352.92
enriched_ad_1095,campaign_014,Experience the Freedom of Cloud-First ChromOS,"ChromOS is designed for secure, flexible hybrid and remote workplaces.",,,,image,ecommerce,58856,1231,85,838.46
enriched_ad_1096,campaign_031,Choose Your Christmas,Sermon Series Holy Night D UGLY Christmas Sweater More Available At Sermon Central,,,,image,entertainment,85632,1766,182,500.09
enriched_ad_1097,campaign_016,Create Your Free Resume Templates,"Discover our collection of free, professionally designed resume templates. Whether you need samples or formatting tips for your perfect resume.",Download Now,facebook,,image,ecommerce,22835,374,31,241.91
enriched_ad_1098,campaign_008,More Than A Mortgage,Going beyond Just lending. LendSolid offers more than just mortgages.,,,,image,finance,34975,360,17,1145.19
enriched_ad_1099,campaign_018,Osonatype - Federal Software Applications Under Attack,Get ready to protect your federal government systems with Osonatype's advanced security solutions.,Shop Now,facebook,,image,ecommerce,28613,420,22,428.61
enriched_ad_1100,campaign_024,The Future of Defi,,Click Here to Join.,,,image,ecommerce,37929,709,71,640.72
enriched_ad_1101,campaign_046,Global X Blockchain ETF,Put Digital Assets to work with Global X by Mirae Asset.,,,,image,finance,88024,769,21,2301.95
enriched_ad_1102,campaign_035,The Tech That Syncs with You,,Shop Now →,,,image,ecommerce,53011,770,57,603.4
enriched_ad_1103,campaign_007,Ready Rice JASMINE,,Add to Cart,,,image,food,93968,1275,134,1182.36
enriched_ad_1104,campaign_042,Create Instant Mockups,"Get Bots, T-Shirts, Devices, Packaging Stationery and Books instantly with Placeit by Envato. Discover more products to create.",Place it Now,facebook,,image,ecommerce,35768,577,55,489.29
enriched_ad_1105,campaign_045,Essential TMT Insights,"Exclusive Tech, Media & Telecom insights delivered to your inbox each month. S&P Global Market Intelligence.",,,,image,ecommerce,88820,1258,74,1187.08
enriched_ad_1106,campaign_018,Royals,Keeping the Crown Curiosity STRI Watch Now,,,,video,entertainment,97895,3324,567,515.07
enriched_ad_1107,campaign_033,Wood Burning Stoves,STOVES STAY WARM THIS WINTER. High quality wood burning stoves at an affordable price with FREE SHIPPING.,SHOP NOW rockfordchimneysupply.com,,,image,ecommerce,97427,1991,181,1365.51
enriched_ad_1108,campaign_033,Instant Logo Maker,"Gaming Logos, Clothing Brands, Sports Teams YouTube Channels and more. Create logos for your favorite brands or sports teams with our instant logo maker.",Create Now,,,image,ecommerce,58431,956,64,588.88
enriched_ad_1109,campaign_017,Air Compression Boots,"New Air Relax - Comfortable, stylish footwear designed for ultimate comfort and support.",,,,image,ecommerce,95084,1533,156,1439.74
enriched_ad_1110,campaign_049,JustFashion Just In Time Sale,Shop the latest collection at justfashion.com with up to 45% off. Don't miss out on this exclusive offer!,SHOP NOW,,,image,ecommerce,51445,591,35,518.37
enriched_ad_1111,campaign_019,Don't just know. Be in the know.,STAY IN THE KNOW ► Powered by GlobalSpec Electronics 360,,,,image,electronics,52742,996,79,891.09
enriched_ad_1112,campaign_021,LILICL TH - 5 THINGS YOU SHOULD KNOW ABOUT MY HUSBAND,"1. He Is A Freaking Awesome Husband
2. He loves me to the moon and back
3. He's also a GRUMPY MAN
4. He has anger issues and a serious dislike for stupid people
5. Mess with me and he'll make your death look like an accident",,,,image,entertainment,82857,1491,199,610.54
enriched_ad_1113,campaign_003,Are You Ready?,There were 62.9 billion cyber attacks in 2021.,Try CBTnu,,,image,ecommerce,59024,970,91,666.86
enriched_ad_1114,campaign_026,List Rak - Get Started,,,,,image,ecommerce,74586,918,71,1306.0
enriched_ad_1115,campaign_012,FACTORING,eagle MADE SIMPLE,,,,image,,66310,702,53,765.57
enriched_ad_1116,campaign_015,AI for Defi,Learn How.,,,,image,finance,60048,776,33,1555.71
enriched_ad_1117,campaign_032,Insure H Ad Secure,LIVE WEBINAR Cyber Secu BIG NEW 2 U SUMMER HOSTGATOR.COM 1-866-96-HOSTGATOR DITCH THE ADS GO PREMIUM TRN UPGRADE NOW,UPGRADE NOW,,,video,ecommerce,35691,578,45,555.22
enriched_ad_1118,campaign_009,BLACK Zolucky Up to 50% Off,,Shop Now,,,image,ecommerce,23535,408,20,347.2
enriched_ad_1119,campaign_019,Chrome OS - Cloud-Powered Remote Work,Enable cloud-powered solutions for businesses to thrive in the era of remote working. Discover how Chrome OS can revolutionize your work-from-home setup.,,,,image,"ecommerce, saas",36512,506,43,503.69
enriched_ad_1120,campaign_010,What if there was a better alternative to your social media needs?,Agorapulse constantly ranks higher by users on popular review sites. Find out how →,,,,image,ecommerce,76079,1388,102,1125.76
enriched_ad_1121,campaign_038,Brilliant Vehicle Trackers,These Brilliant Vehicle Trackers Are Taking the US by Storm! Expert Market,,,,image,ecommerce,78607,909,86,935.69
enriched_ad_1122,campaign_035,MARVEL Champions The Card Game,"Become the ultimate hero with Marvel's latest card game! Dive into an epic adventure filled with powerful characters and thrilling battles. Whether you're playing solo or competing against friends, this is your chance to become a champion!",Order Now,,,image,entertainment,88690,2130,304,526.71
enriched_ad_1123,campaign_042,"THE LUXE LIFE.","THE Preston and NW Hwy.",Learn More,facebook,,image,ecommerce,98100,1407,82,1335.05
enriched_ad_1124,campaign_047,The Luxe Life,"Experience luxury living at Plaza Preston, located on WW Highway. Discover the epitome of elegance with stunning views.",,,,image,ecommerce,47732,857,47,649.29
enriched_ad_1125,campaign_032,Shop Bigger! AVTODO,A GUCCI LARGEST OUTLET CENTERS Samarco's IN United States Tour San Marcos.com,,,,image,ecommerce,34694,577,40,483.08
enriched_ad_1126,campaign_005,The Luxe Life,Discover the epitome of luxury with Royal Preston at Northwest Highway. Elevate your lifestyle to new heights.,,,,image,ecommerce,40897,667,61,630.02
enriched_ad_1127,campaign_024,Intelligent Narratives for Digital Finance,Experience now with INTELLIGENT NARRATIVES tailored specifically to the needs of digital finance. Discover innovative solutions that can transform your financial landscape.,Watch on demand,facebook,,video,ecommerce,79976,1428,95,1328.81
enriched_ad_1128,campaign_023,"Why Yes, I Can Drive A Stick",,Shop Now,,,image,entertainment,80373,2194,391,399.66
enriched_ad_1129,campaign_034,Orth & Feet - Recommended Shoes by Podiatrists,Shop now for up to 25% off on shoes recommended by podiatrists.,Shop Now,,,image,ecommerce,28474,408,35,417.68
enriched_ad_1130,campaign_017,Date My Age,"Alex, 46 Find a match for everyone CHAT NOW",,,,image,,82126,874,83,961.09
enriched_ad_1131,campaign_007,PAY OFF YOUR HOME,FASTER BY SWITCHING TO A 15-YEAR FIXED TERM MORTGAGE.NET Ⓒ No SSN Required. Calculate Payment NO SSN REQUIRED MORTGAGE.NET Ⓒ *Terms & conditions apply. NMLS #1912050 (nmisconsumeraccess.org),,,,image,finance,29827,306,12,612.31
enriched_ad_1132,campaign_036,Save $50 on Our Most Popular Storage Server,"Includes Unlimited Traffic, Limited Time Offer. Choose Yours Now.",,,,image,ecommerce,89167,1855,164,1551.73
enriched_ad_1133,campaign_017,Rated Higher,Yogabed $250 less than others. Get the best yoga experience with Yogabed.,,,,image,ecommerce,51158,595,54,748.15
enriched_ad_1134,campaign_009,PROMO CODES AVAILABLE,,,,,image,ecommerce,37144,741,48,420.16
enriched_ad_1135,campaign_016,Find Your Calling,It's time to find your true purpose. Get the right training and see my options.,,,,image,education,81109,1628,169,570.12
enriched_ad_1136,campaign_011,HOT TOPIC WIZERING WORLD Harry Potter,,Shop Now,,,image,entertainment,79263,1879,309,399.02
enriched_ad_1137,campaign_004,SOFT.CLOUDS ZOLUCKY UP TO 50% OFF,,,,,image,ecommerce,83475,1111,56,809.87
enriched_ad_1138,campaign_043,Safe Electric Material Handling,"Request a Demo
Move up to 8,000 Lbs./4 Tons
nU+STAR
Power Tug™
PowerPusher
If It Rolls...We Can Move It.™",,,,video,ecommerce,63054,1232,108,864.5
enriched_ad_1139,campaign_015,Relief Factor,Quickstart Relief for Aches and Pains - Only $19.95 supports relief of aches & pains with 100% botanical & fish oil created by physicians.,,,,image,healthcare,49431,830,33,1161.75
enriched_ad_1140,campaign_023,Experience the Freedom of Cloud-First Chrome OS,"chrome OS Experience the freedom of cloud-first. Designed for secure, flexible hybrid and remote workplaces.",,,,image,ecommerce,21281,355,27,302.34
enriched_ad_1141,campaign_006,Dying Liver??,*DO NOT* Ignore These Early Warning Signs (#2 Is Scary!),,,,image,healthcare,56497,904,39,1151.71
enriched_ad_1142,campaign_020,Open Trail ATV & UTV Accessories,Learn More About OE & HD Axles at opentrailusa.com. Discover the best Open Trail and Opentral Axle options for your adventure.,Shop Now,,,image,ecommerce,56589,959,85,823.77
enriched_ad_1143,campaign_026,"timeless","styles LE MIDWAY COLLECTIO",Learn More,facebook,,image,ecommerce,24713,440,21,286.29
enriched_ad_1144,campaign_027,One Business Management System That Works With Everything You Already Have,Acumatica The Cloud ERP See it in action,,,,image,ecommerce,72311,1515,79,909.15
enriched_ad_1145,campaign_011,LifeStance,"HEALTH There is no one face to depression, anxiety or any mental health struggle. Learn More",,,,image,healthcare,95828,1401,55,2208.8
enriched_ad_1146,campaign_018,Highlands,Cove Realty AT Old Edwards Club Get the Inside Scoop on Luxury NC Real Estate We Can Help,,,,image,real_estate,86588,1323,19,1386.94
enriched_ad_1147,campaign_037,Individually Handcrafted Engagement Rings,Discover the beauty of individually handcrafted engagement rings by Pampillonia. Our creators are dedicated to crafting fine jewelry that stands out in every detail.,,,,image,ecommerce,60287,1209,107,822.82
enriched_ad_1148,campaign_025,REUTERS EVENTS - Energy Transition,"Energy Transition Europe Online I Interactive I On Demand 22-23 November 2021 Unite with European energy leaders to inspire action, set benchmarks and deliver net zero #ETEurope",,,,image,ecommerce,48142,839,68,513.05
enriched_ad_1149,campaign_020,ORTH®FEET UP TO 25% OFF SHOP NOW,"""LIFESAVERS! I can walk PAIN-FREE for the first time in years"" - Donna Paine",SHOP NOW,,,image,ecommerce,39733,778,80,550.19
enriched_ad_1150,campaign_013,Unlock the Built-In Business Capabilities of Chrome OS,"Chrome OS is designed to seamlessly integrate with your workflow, providing you with powerful tools and features that enhance productivity. Contact our dedicated team for more information.",Contact sales,,,image,ecommerce,93179,1254,85,1457.35
enriched_ad_1151,campaign_037,Your All-In-One EHS Solution,"Discover the ultimate solution for managing your Enterprise Human Resources (EHR) needs. Our comprehensive platform offers seamless integration, robust security features and unparalleled user experience.",Test Drive Now!,facebook,,image,ecommerce,94667,1155,90,1574.9
enriched_ad_1152,campaign_020,Become a Master In Continuous Security Validation,"With Cymulate eCademy Free Course, Como Secr. Learn More About How to Become A Master in Continuous Security Validation with Cymulate.",Learn More,,,image,education,63349,1319,106,580.7
enriched_ad_1153,campaign_019,Dino Run,,,,,image,entertainment,59275,1554,225,377.85
enriched_ad_1154,campaign_030,glisser Make Every Event Count,"#1 meeting and events platform powering unique company event experiences, anywhere. Download Now",Download Now,,,image,ecommerce,70544,1480,139,699.61
enriched_ad_1155,campaign_007,Discover Digital Content,"Click to start, activate and access games ebooks music movies in one place. Find everything you need for entertainment.",Start Now!,facebook,,image,entertainment,75400,1754,182,439.98
