ad_id,campaign_id,headline_text,body_text,call_to_action,platform,placement,ad_format,category,impressions,clicks,conversions,spend
enriched_ad_5017,campaign_012,ExaMAX® Connectors & Cables,Amphenol COMMUNICATIONS SOLUTIONS High-speed Performance of 112Gb/s and Beyond Click Here,,,,image,ecommerce,86266,1240,110,1153.54
enriched_ad_5018,campaign_031,FAN ESSENTIALS,,SHOP NOW,,,image,ecommerce,60560,1054,105,718.25
enriched_ad_5019,campaign_007,HIGH POINT UNIVERSITY MBA IN BUSINESS ANALYTICS,Engage with the latest tech. Learn more.,,,,image,education,89906,2034,218,850.95
enriched_ad_5020,campaign_027,Styra Accelerate Secure Infra Deployments,"Use the broadest Authz policy library for Kubernetes, Terraform and CloudFormation.",LEARN MORE ,,,image,ecommerce,73558,1208,59,1097.64
enriched_ad_5021,campaign_035,WE DELETE BLOOD CANCER,"We've helped more than 78,000 patients to find a blood cancer cure.",,,,image,healthcare,56695,565,31,1059.54
enriched_ad_5022,campaign_017,MineCraft,,,,,image,,81814,1254,130,1115.72
enriched_ad_5023,campaign_045,CLEAN. HEALTHY. HYDRATE LIKE,USE CODE: BIOUSAHOCKEY FOR 30% OFF BIO HYDRATION.,,,,image,ecommerce,50611,986,54,676.53
enriched_ad_5024,campaign_039,MSK Pain - A Billion Dollar Health Care Burden,Download the State of MSK Care® to learn more about managing your symptoms and improving patient outcomes.,Learn More & Download Now,,,image,healthcare,59672,1111,75,1141.95
enriched_ad_5025,campaign_035,Introducing Telegraph WINE CELLAR,Save £10 on your first order. Explore MEINERT.,,,,image,ecommerce,23193,399,19,322.76
enriched_ad_5026,campaign_032,ManageEngine Service Desk Plus,Free IT help desk software. Try it now!,,,,image,ecommerce,87096,1339,99,1129.07
enriched_ad_5027,campaign_011,Discover Entertainment,"Click to start exploring Movies, Music, Games and more! Activate your account for seamless access. Find all the latest entertainment content at TopContent-Entertainment.",Start Now!,topcontent-entertainment,,image,entertainment,52619,1211,154,453.97
enriched_ad_5028,campaign_041,2023 HR Calendar,Never miss key dates. July May February Namely.,,,,image,ecommerce,66405,736,52,717.73
enriched_ad_5029,campaign_036,Vivaia - Designed for Bunions,"Shop Now, Ships same day with fast delivery and free returns.",SHOP NOW,,,image,ecommerce,25574,448,34,328.89
enriched_ad_5030,campaign_049,Vacation is a State of Mind,Enjoy your first order with an exclusive discount! Get ready to relax and unwind.,Shop Now,,,image,travel,88629,1427,127,1741.35
enriched_ad_5031,campaign_045,SARGENTO WHOLE MILK MOZZARELLA,& C REAL CHEESE BRINGS GREAT HAPPINESS GET RECIPE,,,,image,food,99055,1984,251,1150.36
enriched_ad_5032,campaign_012,A Lyme vaccine like no other,"Copyright © 2023 Merck & Co., Inc., Rahway, NJ, USA and its affiliates. All rights reserved. US-NOV-230300004 725353 Nobivac:Lyme MERCK Animal Health",LEARN MORE,,,image,ecommerce,83172,907,91,1454.43
enriched_ad_5033,campaign_013,Stars on Mars,"From the red carpet to the red planet, www June 5 Fox Next Day Hulu",,,,image,entertainment,56012,875,159,471.41
enriched_ad_5034,campaign_045,How to Loot in HERO Wars,,Try it now!,,,image,entertainment,65988,950,88,525.69
enriched_ad_5035,campaign_017,Ace Hotel Brooklyn WITH MORE OOMPH,,,,,image,ecommerce,30274,365,26,335.6
enriched_ad_5036,campaign_019,We Love Happy and Healthy Pets!,,Shop Now,,,image,ecommerce,97036,1906,138,1647.22
enriched_ad_5037,campaign_045,Chic Linen Fashion,,Shop Now,,,image,ecommerce,71479,1015,100,1096.85
enriched_ad_5038,campaign_003,Advance Your Career with a Certificate,"With a certificate from 10000100 (Harvard Business School), you can advance your career. Online courses available.",,,,image,education,26794,353,51,309.27
enriched_ad_5039,campaign_002,Healing Power Solutions,"With lives on the line, medical technology cannot fail! Explore our TDK Products",,,,image,healthcare,41537,658,34,893.91
enriched_ad_5040,campaign_043,Your Complete Guide to the Finalized FDA Food Traceability Rule,Discover how Troteoblity simplifies your compliance with FDA's new food traceability requirements. Download now and get access to all necessary resources.,DOWNLOAD YOUR GUIDE NOW,facebook,,image,ecommerce,61480,792,81,976.49
enriched_ad_5041,campaign_007,GREAT VALUE,Every piece looks wonderful. William G.,Shop Now,,,image,ecommerce,93586,1728,96,1640.05
enriched_ad_5042,campaign_040,RIDEL WRAP,Protect your bike frame with RIDEL. Wrap before you ride.,,,,image,ecommerce,79006,1580,147,1195.28
enriched_ad_5043,campaign_048,AIM RATION TIVES OF MAINTENANCE,"Aviation Maintenance Training is essential for ensuring the safety and reliability of aircraft. Our comprehensive training programs are designed to equip professionals with up-to-date knowledge, skills, and certifications required in this field.",Learn More,,,image,education,66842,1077,163,494.27
enriched_ad_5044,campaign_003,The Leader in Home Renovation and Projects,"Are you considering adding an addition, garage or sun room to your home? Check out our current specials.",,,,image,ecommerce,84499,1048,75,1102.01
enriched_ad_5045,campaign_004,Discover GOLF'S GOLDEN STANDARD,"Golden Horseshoe Golf Club, Colonial Williamsburg, America's Top 50 Course. Book Your Stay & Play.",Book Your Stay & Play,,,video,ecommerce,46822,1055,90,799.43
enriched_ad_5046,campaign_013,Unlock the World of WUSF & NPR with Your Smart Speaker!,"Experience seamless integration between music, news, podcasts, and more. Enjoy curated content tailored to your preferences.",Shop Now,facebook,,image,entertainment,77641,1767,325,501.34
enriched_ad_5047,campaign_019,Reduce Inventory,"Surplus and improve cash flow. Join our webinar on Tuesday, May 23rd at 11am EST.",,,,video,education,62014,1620,120,437.22
enriched_ad_5048,campaign_005,Phelan Audioology - Hearing Aids Center,Dedicated to hearing health in Southeast Texas since 1968. Located at Beaumont-Nederman.,,,,image,ecommerce,61333,789,51,1098.59
enriched_ad_5049,campaign_046,Amazing Feeling with CHRISTUS Bariatric Center in Southeast Texas,I look amazing? I feel even better at St. Elizabeth's Bariatric Center located right here in Southeast Texas.,Schedule a consultation today!,facebook,,image,ecommerce,49902,961,56,810.52
enriched_ad_5050,campaign_032,BLACKBURN ROMEY TRUSTED INJURY LAWYERS,833.FOR HELP THANK YOU FOR THE VOTES! JULY FORT WATHE NEWSPAPERS READERS CHOICE VOTED BEST LAW FIRM & BEST LAWYERS 4203 W. Jefferson Blvd. - Fort Wayne,,,,image,"lawyers, legal services",41638,779,39,465.24
enriched_ad_5051,campaign_024,Shop Now >,,Shop Now >,,,image,ecommerce,48756,914,81,848.96
enriched_ad_5052,campaign_047,Intel,How wonderful is that?,,,,image,,23311,317,24,284.2
enriched_ad_5053,campaign_048,Uof SC FULL-TIME MBA PROGRAMS,,,,,image,education,38147,754,103,435.43
enriched_ad_5054,campaign_037,Specialised - Get an Obligation-free Quote,Discover our range of products including specialised and 4x4 insurance. Visit www.TUFFSTUFF.CO.ZA for more details.,Visit us now!,,,image,ecommerce,52153,664,35,929.58
enriched_ad_5055,campaign_005,AMERICAN BLOOD DRIVE,"American Blood Drive hosted by American Red Cross in June 2023. Visit RedCrossBlood.org to enter sponsor code DeltaATL for dates, times and locations.",,,,image,healthcare,52260,767,31,919.35
enriched_ad_5056,campaign_041,Start Your Entertainment Journey,"Three simple steps to access Movies, Music, Games and Audiobooks on TopContent. Click 'START', Activate your account, Access your content.","Click on ""START""",,,image,entertainment,68085,1650,233,365.09
enriched_ad_5057,campaign_037,You Have Opinions,"News
Now
We Want to Hear Them
Click To Be Heard",,,,image,news,37185,719,49,410.84
enriched_ad_5058,campaign_013,You Have Opinions,News NOW. You have opinions that we want to hear about News NOW. Hear them.,Click To Be Heard,,,image,news,69891,1368,100,1047.41
enriched_ad_5059,campaign_020,"You Have Opinions, Now Tell Us!",,Click to Be Heard,,,image,news,22288,302,21,319.99
enriched_ad_5060,campaign_027,America's Carpet Bar FREE Window Treatment Installation,CLICK installation going on now! Shades Blinds Drapery Shutters. Motorization Where P,,,,image,ecommerce,78597,835,45,998.0
enriched_ad_5061,campaign_014,A MODERNIZED ELECTRIC GRID MEANS FEWER OUTAGES,"MEANS FORCE FOR YOU
FORCE OF CHANGE",LEARN MORE,,,image,ecommerce,56021,1091,54,766.97
enriched_ad_5062,campaign_019,WE'RE BACK,"You served your country, now let us serve you. Free and discounted services here for veterans.",,,,image,ecommerce,53646,891,54,858.96
enriched_ad_5063,campaign_042,Accelerating Neurological Advancements,From development to delivery. Setting the pace for improved patient care.,LEARN MORE,,,image,healthcare,52127,654,46,1341.39
enriched_ad_5064,campaign_012,"Accelerating orthopedic advancements, from development to delivery.",Setting the pace for improved patient care. LEARN MORE HOUSTON Methodist ORTHOPEDICS & SPORTS MEDICINE,LEARN MORE,,,image,healthcare,24412,427,16,398.77
enriched_ad_5065,campaign_002,Toy,,,,,image,education,81045,1483,184,743.46
enriched_ad_5066,campaign_028,ICE CUBE,May 28 TO TOO HORT TICKETS> WTHESPECIAL GUEST ROLLING HILLS - CASINO RESORT -,,,,image,entertainment,94791,2541,455,830.03
enriched_ad_5067,campaign_041,ADA Accepted Oral Care Products,The American Dental Association (ADA) has accepted certain brands as meeting their high standards. Tell your patients that these ADA-approved oral care products are trustworthy and reliable.,Shop Now for Trusted Brands!,facebook,,image,ecommerce,91411,1761,102,999.73
enriched_ad_5068,campaign_032,Rage City Roller Derby,"SILENT AUCTION & Gala at RageCityrollerderby.org on Sat, May 20 from 6-10 PM @ The Nave. Photo by Cori Siebert.",,,,image,entertainment,67456,1615,233,446.03
enriched_ad_5069,campaign_009,Bold Ideas Need Bold Careers,Join us Capital One EOEducing disability/vets,,,,image,education,50778,755,58,454.15
enriched_ad_5070,campaign_019,2022 Product Range | Check out what's new!,"MACHINERY DESIGNED FOR YOU
Mowers Mower Conditioners • Mergers
Wrappers
Rakes. Tedders • Balers.",,,,image,ecommerce,25334,315,26,367.65
enriched_ad_5071,campaign_043,Shop AFA - New Arrivals,Discover the latest B-21 and UAM Fore models. Experience unparalleled quality with our new arrivals.,Shop Now!,,,image,ecommerce,72575,949,71,785.01
enriched_ad_5072,campaign_010,Find Better Campgrounds,Get exclusive access to better reviews.,,,,image,travel,91001,1387,79,1476.27
enriched_ad_5073,campaign_021,Memorial Day Weekend at The Rock,"May 26-29, Park City. Get your tickets!",,,,image,entertainment,24862,424,78,150.33
enriched_ad_5074,campaign_031,ALL KPOP STRAIGHT OUTTA SEOU THE HOTTEST MERCH,,CLICK HERE,,,image,entertainment,69897,1861,238,510.56
enriched_ad_5075,campaign_003,DOYDS HARDWOOD GUNSTOCKS,BETTER PERFORMANCE. BETTER ACCURACY WITH 14 HARDWOOD GUNSTOCKS TM BOYDSGUNSTOCKS.COM Since 1981.,,,,image,ecommerce,85655,1395,67,1282.87
enriched_ad_5076,campaign_017,Bath & Body Works Ather Body Award,"SanBandil Bath and Body Works has been honored with the Ocean Ather Body Award. This prestigious recognition celebrates their commitment to excellence in skincare products, ensuring that every item meets high standards of quality.",,,,image,ecommerce,76933,1281,68,1172.36
enriched_ad_5077,campaign_008,The coupon-finding browser extension,"O Savings may vary. Sample results shown.
You saved $50.37 automatically!
Capital One Shopping DE
Apply Free Coupons As You Shop Get Exclusive Deals",,,,image,ecommerce,73310,1314,73,1016.15
enriched_ad_5078,campaign_008,AMERICAN BANKER DIGITALLY TRANSFORMED,"June 12-14, 2023 | The Boca Raton, FL
Regulation, inflation, competition:
insights for a pivotal year in banking
REGISTER NOW",REGISTER NOW,,,image,finance,83623,895,32,1713.42
enriched_ad_5079,campaign_017,BEST CITY OF BETHPAGE,Bethpage Federal Credit Union is the BEST City of Bethpage. Discover more at bestofnewyorkcity.com.,CLICK HERE TO VOTE,,,image,ecommerce,68021,935,94,719.18
enriched_ad_5080,campaign_039,The Shirt Can Breathe,,,,,image,,71629,962,76,1205.81
enriched_ad_5081,campaign_036,Мимилли,"приготу The Show June 9-11, 2023 The Hilton Orange County Costa Mesa, CA",,,,image,,87369,926,47,1126.14
enriched_ad_5082,campaign_049,Peter Sommer Travels,Award-winning expert-led archaeological and cultural tours for small groups. Tour operator of the year from 2015 to 2022.,,,,image,travel,85074,1256,94,1455.25
enriched_ad_5083,campaign_037,Before COOK BROS. DESIGN/BUILD REMODELING,Since 1987 Arlington's #1 design-build remodeling contractor (703) 536-0900 | info@cookbros.org After,,,,image,ecommerce,96618,1866,100,1018.49
enriched_ad_5084,campaign_047,30 Days to a Better Man,,Buy Now,,,image,entertainment,54953,1134,130,276.55
enriched_ad_5085,campaign_029,Download a FREE 5-Step Marketing Guide,,Get Started,,,image,education,33672,789,80,368.35
enriched_ad_5086,campaign_028,St. Jude Dream Home,St. Jude Children's Research Hospital Giveaway,ENTER HERE,,,image,ecommerce,63713,991,53,767.62
enriched_ad_5087,campaign_019,Tennis Point,,Shop Now,,,image,entertainment,41368,662,117,359.17
enriched_ad_5088,campaign_003,Home of the Kelpie,Where AllStralia Ends. Save over $26 when you subscribe to Australian Geographic.,,,,image,ecommerce,95772,1856,109,1291.72
enriched_ad_5089,campaign_008,"The very best of Australia's nature, culture, people and places",Geographic. Australian. Whirds Cont Cat Teeming With Li Autok Stinson Walk Ay Home Of The KELPIE Where AUSTRALIA'S FAVOURITE FARM DOG BEGAN Save Over $26 when you subscribe to Australian Geographic.,Save,,,image,ecommerce,86564,1494,140,882.79
enriched_ad_5090,campaign_024,Get an Auto Loan,"Information to help you. Ways to improve your FICO score, Tips on dealing with dealers if you've been denied for car loans.",,,,image,automotive,49801,835,20,891.04
enriched_ad_5091,campaign_009,Which Car Wins?,"Explore the best cars in various categories like sports, SUVs, sedans and more. Find out which car suits your needs.",,,,image,ecommerce,41605,449,34,416.09
enriched_ad_5092,campaign_030,Untracked Coors Light Concert Series,,,,,image,entertainment,41392,702,89,237.03
enriched_ad_5093,campaign_038,Discover VAL Saddle Hills County,,,,,image,real_estate,57201,812,20,1391.54
enriched_ad_5094,campaign_022,DoSec JustFashionNow,Free Shipping on all orders with DoSec JustFashionNow. Get stylish and trendy fashion at unbeatable prices.,Shop Now,,,image,ecommerce,58912,762,60,659.49
enriched_ad_5095,campaign_017,EVIDENT OLYMPUS SZX-AR1,Augmented Reality Microscope Simplifies Complex Manufacturing Tasks. Experience the future of precision engineering with our cutting-edge technology.,Discover More,facebook,,image,ecommerce,57819,1197,110,783.89
enriched_ad_5096,campaign_032,IDEAL POULTRY,Breeding Farms EST 1937 Supplying the Finest Backyard Poultry Since 1937.,SHOP NOW,,,image,ecommerce,73590,1062,64,706.56
enriched_ad_5097,campaign_033,The Ultimate Travel Trailer,,Learn More,,,image,travel,95332,1170,85,1753.89
enriched_ad_5098,campaign_042,State Safeguarding Unclaimed Property,"The CA State Controller may be safeguarding your unclaimed property! Bank accounts, uncashed paychecks, safe deposit box contents, and insurance benefits are just some types of unclaimed property. SEARCH NOW.",SEARCH NOW,,,image,ecommerce,70253,809,57,1090.24
enriched_ad_5099,campaign_032,CALIFORNIA CORRECTIONAL,HEALTH CARE SERVICES HIRING EVENT MAY 24 9AM - 6PM MAY 25 8AM - 5PM LEARN MORE EDE,,,,image,healthcare,35009,656,49,811.32
enriched_ad_5100,campaign_033,MC2® Pistols OPTIC-READY. CARRY-READY.,,LEARN MORE,,,image,ecommerce,61428,821,59,799.93
enriched_ad_5101,campaign_021,Top of the Food Chain,"RISE, now the #1 selling aftermarket AR trigger! ARISE TRIGGERS",,,,image,food,57895,917,89,645.08
enriched_ad_5102,campaign_013,ALL BRANDS ALL MODELS ALL BUDGETS Dec 550 M MONOGRAM VISIT OUR SHOWROOM IN OWINGS MILLS!,,SHOP ONLINE,,,image,ecommerce,52765,685,40,901.94
enriched_ad_5103,campaign_045,MedStar Health - Trusted for Over 18 Years,"MedStar Health has been trusted by The Baltimore Ravens, one of America's most storied sports franchises.",,,,image,healthcare,58199,1122,73,1267.83
enriched_ad_5104,campaign_028,Royal Bangkok Symphony Orchestra R,"RBSO European Tour Vienna Munich Paris May 18, 2023 - May 22, 2023",,,,image,entertainment,41350,911,174,345.45
enriched_ad_5105,campaign_038,"(42) II, Royaura CO-Line C",10% OFF 1st Order,,,,image,ecommerce,72538,1501,105,1025.84
enriched_ad_5106,campaign_010,DREAM JOBS IN BASEBALL START HERE!,SPORTSMANAGEMENT WORLDWIDE,Click Here to Start Today!,,,image,entertainment,37244,606,97,195.46
enriched_ad_5107,campaign_040,Get Face To Face With Nature,Watch free on YouTube.com/BBC Earth,,facebook,,video,entertainment,31367,946,165,240.05
enriched_ad_5108,campaign_028,HAVANA DX - ONLY $7 YOUR FIRST MONTH,Experience the thrill of CONMEBOL LIBERTADORES in sports with HAVANA DX. Watch live action on Sling.,,,,video,entertainment,51135,1526,177,395.11
enriched_ad_5109,campaign_025,Only $7 YOUR FIRST MONTH LIGUE 1,,,,,video,ecommerce,31594,838,40,486.36
enriched_ad_5110,campaign_011,SUPPORT A LOCAL CHURCH,GIVE THANKS FOR MOM Ovens #00710 I'M HONORING BY SUPPORTING UMC A LEARN MORE UMCLearn More,,,,image,ecommerce,69683,1462,136,764.83
enriched_ad_5111,campaign_030,Grow Your Savings with CD Specials,"4.30% 4.25% First Fed Member FDIC | Equal Housing Lender *APY is Annual Percentage Yield for 13 months, for 25 months",,,,image,finance,55864,776,37,1627.8
enriched_ad_5112,campaign_046,Aspire to Lower Our Carbon Emissions,We aspire to lower our carbon emissions to net zero by 2045 and help others do the same. See how PUGET PSE SOUND ENERGY can assist you in achieving this goal.,,,,image,"environmental, sustainability",39548,666,33,512.59
enriched_ad_5113,campaign_008,Aspire to Lower Our Carbon Emissions,We aspire to lower our carbon emissions to net zero by 2045 and help others do the same. See how PUGET PSE SOUND ENERGY can assist you.,,,,image,ecommerce,35081,716,65,605.08
enriched_ad_5114,campaign_050,Test Your Wit and 3D Print Tanuki,,Subscribe Now,,,image,entertainment,89746,2001,357,714.3
enriched_ad_5115,campaign_034,BENZINGA TITANS SPORTS BETTING SUMMIT & AWARDS,MAY 24 | 11 AM ET INVEST IN THE GAME REGISTER NOW Join us virtually - and for free!,REGISTER NOW,,,image,entertainment,53394,784,93,445.09
enriched_ad_5116,campaign_048,PAHL.com LECTRIC VEHICLE SHOW X YYA SAATNYA BERALIH MENGGUNAKAN KENDARAAN LISTRIK!,,,,,image,ecommerce,91728,1692,106,1129.76
enriched_ad_5117,campaign_004,Welcome to the Berkshires! Sponsored by Neni,Moving to the Berkshires? Check out these local businesses!,Learn More,,,image,ecommerce,60573,662,48,1081.92
enriched_ad_5118,campaign_025,Excellence in Health Care,"Community Health Programs promote healthy lifestyles, wellness programs that benefit you and your family.",,,,image,healthcare,28124,462,22,642.9
enriched_ad_5119,campaign_032,Grey Day 2023,New Balance,,,,image,,86521,1144,78,976.48
enriched_ad_5120,campaign_023,Find Out Where to Watch Movies and Shows!,"START
3 Easy Steps:
1: Click ""Start""
2. Add MoviesToStream Extension
3: Find Out Where to Watch Movies and Shows!
movies STREAM",,,,video,entertainment,96649,3038,336,490.02
enriched_ad_5121,campaign_001,PROMACH CAN WITH CONFIDENCE,"Carbonated or non-carbonated, hot or cold, ProFill V volumetric filler cans your beverage with unmatched consistency and accuracy. ProFil 200v APOL PERFORMANCE, PACKAGED TECHNOBLEND Helping Make Beverages to Serve the World.",,,,image,ecommerce,54275,594,58,709.04
enriched_ad_5122,campaign_017,ProF 200v - Performance Packed Beverage Can,"Carbonated or non-carbonated, hot or cold. The ProFill V volumetric filler cans your beverage with unmatched consistency and accuracy.",,,,image,ecommerce,88740,1020,69,900.77
enriched_ad_5123,campaign_009,Novozymes Biosolutions - Fit for Life,"Discover the perfect fit with Novozymes' innovative solutions tailored to meet your needs in food and beyond. Our cutting-edge technologies ensure quality, efficiency, and sustainability.",Learn More,,,image,ecommerce,73072,1449,81,1313.62
enriched_ad_5124,campaign_013,Sotheby's YES Collection Dubai,The Sotheby's YES Collection is coming to Dubai from May 10th until July 7th. Discover exclusive pieces and masterpieces.,Learn More,,,image,ecommerce,97565,1753,138,1735.77
enriched_ad_5125,campaign_030,HAMMERHEAD See the road ahead,,SHOP KAROO 2,,,image,ecommerce,78564,1172,102,1303.2
enriched_ad_5126,campaign_008,SAVE UP TO 50% OFF ON ALL CLOTHING,,,,,image,ecommerce,74299,1180,104,1199.76
enriched_ad_5127,campaign_039,Vanguard VEO Birding Optics,"provide clarity, ease of use, and unmatched value.",Learn More!,,,image,ecommerce,37920,655,60,674.53
enriched_ad_5128,campaign_010,FREE QUIZ GAMES,,START TEST,,,image,entertainment,28588,569,71,156.51
enriched_ad_5129,campaign_044,KEGs,KEG Consultants Who Care About Your Experience Get A Quote,,,,image,ecommerce,83060,955,52,1230.63
enriched_ad_5130,campaign_012,Prevu Get Cash Back,"When you buy a home, Prevu offers cash back.",,,,image,real_estate,45558,493,10,1132.86
enriched_ad_5131,campaign_049,Office Depot,Office Max Achieve more with the right tools. Solutions for you to stay connected & collaborative.,Learn More,,,image,ecommerce,67467,774,52,791.95
enriched_ad_5132,campaign_027,Visit Butler County,Discover the beauty of Butler County in Pennsylvania with our Visitor's guide. Get all you need to know about this charming region.,Request your copy today!,,,image,travel,34751,455,31,653.78
enriched_ad_5133,campaign_030,Cherish Your Photos Forever,"Mugs, puzzles, coasters and more. Order reprints of your favorite photos and more from Butler Eagle.",,,,image,ecommerce,49949,589,40,627.46
enriched_ad_5134,campaign_044,HIRING Visiting Nurses / RNs / LPNs,"SeniorLife VNA Western, Pennsylvania - Lutheran SeniorLife is seeking experienced Registered Nurse (RN), Licensed Practical Nurse (LPN) and Certified Nursing Assistant (CNA). Candidates must have a minimum of one year’s experience in nursing. The ideal candidate will be able to demonstrate excellent",,,,image,healthcare,72678,744,55,1278.12
enriched_ad_5135,campaign_024,CROWDSTRIKE THE MUST-READ CYBERSECURITY REPORT OF THE YEAR,Learn the Latest Trends FALCON OVERWATCH CASE STUDY HIGH-EFFORT LIMITED RETURN MUSHAN CYS OPERATIONS SUPPORTWA WAR NUR,,,,video,ecommerce,55225,1486,98,700.71
enriched_ad_5136,campaign_004,Upgrade the SPEAKERS in your Camaro,,Shop Now,,,image,automotive,82854,1490,35,1701.5
enriched_ad_5137,campaign_017,Safe And Sound Schools,"Address critical safety issues K-12 students face with Lightspeed Systems™ - Safety, security, and equity at the speed of light.",Download the Full Report,,,image,education,95303,1378,207,763.91
enriched_ad_5138,campaign_033,KENWOOD ESSENTIAL COMMUNICATIONS,,Learn More ►,,,image,ecommerce,54079,756,63,526.97
enriched_ad_5139,campaign_009,2023 Campus,Safety BEST AWARDS. SUBMISSION DEADLINE: JUNE 2 APPLY NOW!,,,,image,education,99604,1903,191,644.25
enriched_ad_5140,campaign_001,WE CAN ALL EXPERIENCE A DREAM RIDE,,,,,image,,52555,903,69,830.26
enriched_ad_5141,campaign_008,elevar,therapeutics All rights reserved. US-RIVO-23-0018 05/2003 See the #ElevarBigPicture at #ASCO2023 in person or online LEARN MORE >,,,,image,healthcare,33535,361,23,830.59
enriched_ad_5142,campaign_005,Exquisite Hand Made Rugs On Sale,,,,,image,ecommerce,92156,1615,165,1509.46
enriched_ad_5143,campaign_018,SAVINGS! CUSTOM DESIGN BY MILL END,"Shops | 40%FF GRABER WINDOW TREATMENTS BUY ONE, GET ONE 50%OFF HunterDouglas SHADES!",,,,image,ecommerce,73782,1514,125,869.33
enriched_ad_5144,campaign_034,Get Up to $2000 Bonus on Your First Deposit,,,,,image,ecommerce,46307,492,28,739.11
enriched_ad_5145,campaign_032,Get Up to $2000 Bonus on Your First Deposit,,Sign up now and claim your bonus!,,,image,finance,67485,883,45,1814.14
enriched_ad_5146,campaign_044,CROWDSTRIKE,"Extend your security team with experts, 24/7. Get the MDR Buyer's Guide > MANAGED DETECTION AND RESPONSE (MOR) BUYER'S GUIDE BORDA www",,,,image,ecommerce,43772,836,61,688.82
enriched_ad_5147,campaign_006,LILICL TH-BE CAREFUL WHO YOU HATE. IT COULD BE SOMEDINE YOU LOVE.,,,,,image,,41383,853,86,702.02
enriched_ad_5148,campaign_031,Best-ever Benefits! +90 Max Umping & New Character Creation!,,Play Now,,,video,entertainment,54279,1875,246,435.06
enriched_ad_5149,campaign_045,THE ALL-ELECTRIC NISSAN ARIYA TEST DRIVE,"Experience the future of driving with Nissan's all-new, all-electric Ariya. Test drive this revolutionary vehicle at our location in Ellicott City, MD.",Test Drive Now!,,,image,ecommerce,97338,1326,95,1279.85
enriched_ad_5150,campaign_024,Stream the Best Cartoons Ever!,Book ERANG and start your free trial.,Start Your Free Trial,,,video,entertainment,87312,2234,433,538.49
enriched_ad_5151,campaign_050,It's the Newspaper,I Read Faithfully POLITICS FEATURES BUSINESS EDUCATION all from a Catholic Perspective GET 6 ISSUES FREE REGISTER NATIONAL CATHOLIC REGISTE,,,,image,"education, politics, business, religion",59002,701,39,989.83
enriched_ad_5152,campaign_007,SHEPHERD KING,The Life of David by Pat Robertson GET YOUR AUDIOBOOK,,,,image,entertainment,91463,1316,188,817.9
enriched_ad_5153,campaign_030,Ready for Some Fun in the Sun?,,Buy Tickets,,,image,entertainment,85300,2381,382,549.44
