ad_id,campaign_id,headline_text,body_text,call_to_action,platform,placement,ad_format,category,impressions,clicks,conversions,spend
enriched_ad_4048,campaign_031,Ashley Free Shipping,Layer your home with stylish rugs from Ashley. Shop now and enjoy free shipping on all orders.,Shop Now,,,image,ecommerce,32149,573,43,446.67
enriched_ad_4049,campaign_016,Reach out to a friend about their mental health.,Learn more SEIZE THE AWKWARD Suicide Jed,,,,image,healthcare,47838,916,69,1141.7
enriched_ad_4050,campaign_002,ESPI FS1 A&E HGTV FOX Hulu + LIVE TV NBC CBS MTV Lifetime TNT abc ALL IN ONE PLAN,"hulu GET LIVE TV NOW Live TV plan only. Regional restrictions, blackouts and additional terms apply. Access content from each service separately. © 2023 Disney and its related entities.",Get Live TV Now,facebook,,image,entertainment,63864,1175,136,542.87
enriched_ad_4051,campaign_004,Get Verizon Mobile for Microsoft Teams,Integrate all mobile calling with Teams and move calls seamlessly across all devices with your number. Only on the network businesses rely on.,,,,image,ecommerce,24989,310,17,309.76
enriched_ad_4052,campaign_022,Reach out to a friend about their mental health.,Learn more You can talk to me. SEIZE THE AWKWARD ad GRA American Foundation - Side Prevention JED,,,,image,healthcare,96334,1412,75,2124.65
enriched_ad_4053,campaign_007,Rule The Game,"The GAME astro A30 Wireless is compatible with Xbox, PlayStation, Switch, PC/Mobile. An Logitech wireless headset.",SHOP NOW,,,image,ecommerce,49770,568,51,693.69
enriched_ad_4054,campaign_041,Voyages - ΣΥΒΑΡΙΣ 27,"Santorini, Greece AIRFARE CREDIT Up to $1200 FREE DRINKS Per Cabin up to $600 BOOK BY MAY 24th BOOK NOW",BOOK NOW,,,image,travel,53626,613,43,912.68
enriched_ad_4055,campaign_007,THE YAMAHA GET OUT AND RIDE,SALES EVENT WOLVERINE RMAXM 21000 XT-R RMAXM41000 LE RMAXONG 1000 XT-R Revs Your,LEARN MORE AS AS $2000 5.99% YAMAHA APR CUSTOMER CASH FOR 84 MONTHS¹Revs Your,,,image,entertainment,63699,1535,146,561.69
enriched_ad_4056,campaign_002,"Ashley Final Touches, First Impressions Shop Home Decor",,,,,image,ecommerce,63494,1087,107,770.44
enriched_ad_4057,campaign_046,Ashley let the light shine,,Shop Now →,,,image,entertainment,67658,1692,308,341.98
enriched_ad_4058,campaign_044,"Up to 100% Leak-Free, Odor-Free and Worry-Free",,,,,image,ecommerce,32345,344,24,359.16
enriched_ad_4059,campaign_035,the latest look,Ashley for your new home,Shop Now,,,image,ecommerce,75828,895,44,1216.76
enriched_ad_4060,campaign_002,Ashley - the Latest Look,,Shop Now,,,image,ecommerce,97783,1531,128,1748.23
enriched_ad_4061,campaign_048,AS LOW AS 4.99% APR for Up to 36 Months with Approved Credit by Honda Financial Services,,LEARN MORE HONDA,,,image,finance,42589,366,16,841.22
enriched_ad_4062,campaign_040,Ashley Update,The Look of Your Updated Space Shop Now,Shop Now,,,image,ecommerce,71812,1439,108,1018.07
enriched_ad_4063,campaign_037,"Silverado Go Above, Beyond Just About Anywhere",,,,,image,automotive,30384,454,15,603.36
enriched_ad_4064,campaign_048,Lift Vertical Ergonomic Mouse and MX Keys Mini,"more natural posture, less muscle strain *in the upper body LIFT VERTICAL ERGONOMIC MOUSE AND MX KEYS MINI LEARN MORE logitech",Learn More,,,image,ecommerce,78230,1154,117,1213.51
enriched_ad_4065,campaign_050,G DRIVE TO WIN,Logitech Direct Drive with TRUEFORCE. 6₁,SHOP NOW,,,image,ecommerce,53382,879,67,735.41
enriched_ad_4066,campaign_037,Seize the Awkward,Take a moment to text your friend who seems kinda down.,,,,image,ecommerce,58029,802,53,943.89
enriched_ad_4067,campaign_017,Ashley Nesting,Baby and Kids products available for shopping.,Shop Baby Now,,,image,ecommerce,96852,1841,155,1739.54
enriched_ad_4068,campaign_041,Reach out to a friend about their mental health.,Learn more. Want to go for a walk? SEIZE THE AWKWARD ad Foundation Suicide Prevention JED,,,,image,healthcare,69027,713,36,1663.47
enriched_ad_4069,campaign_031,Talk with Me About Mental Health,Reach out to friends about your own mental health. Learn more.,,,,image,healthcare,56708,738,34,1317.88
enriched_ad_4070,campaign_009,Reach out to a friend about their mental health.,Learn more Something on your mind?,SEIZE THE AWKWARD,,,image,healthcare,30421,583,33,755.46
enriched_ad_4071,campaign_008,Let the Light Shine,,Shop Now →,,,image,ecommerce,93682,1158,63,1313.66
enriched_ad_4072,campaign_007,Let The Light Shine,,Shop Now,,,image,ecommerce,95347,1385,99,1353.77
enriched_ad_4073,campaign_005,Sleep Deeper,Shop for deeper Tempur-Pedic® sleep at Ashley.,Shop Now,,,image,ecommerce,77002,1536,83,1255.01
enriched_ad_4074,campaign_027,The Summer Sale,Enjoy up to 25% off on all our rugs. Ends June 12th.,Shop Rugs Now!,,,image,ecommerce,27270,565,43,276.07
enriched_ad_4075,campaign_029,"SAVE $45 TLR 6, 7 & 8 STREAMLIGHT Midway F TLE-BAG STAVILENT",,SHOP NOW,,,video,ecommerce,51150,1343,101,660.54
enriched_ad_4076,campaign_042,Hornady PISTOL SAFES Midway SHOP ALL,,Shop All,,,image,ecommerce,94772,1439,119,1308.72
enriched_ad_4077,campaign_013,Naked Fruit and Veggie Juices,100% REAL FRUIT AND VEGGIE JUICES Packed WITH VITAMIN C Green Machine Fanged Bleng Of S Jaunes Pantall From Concentrate With Audse Nopedes Southern Natural Ras No Sugar Added. Periphery Thon1999 Cal E P,,,,image,ecommerce,33699,624,39,541.21
enriched_ad_4078,campaign_012,LOWER SUGAR IS GOOD FOR YOU,GOOD FOOD FOR OTHERS. Helping to feed others is two good things.,,,,image,food,58264,1033,74,587.45
enriched_ad_4079,campaign_012,Ashley Warm Tones Trending Shop Now,,Shop Now,,,image,ecommerce,81089,1428,107,1249.07
enriched_ad_4080,campaign_007,Take a moment to text your friend who seems kinda down.,ad Ale Free Learn more JED SEIZE THE AWKWARD,,,,image,,53848,634,65,921.16
enriched_ad_4081,campaign_017,Memorial Day Sale,Ashley Sale - up to 50% off on all items. Spotlight deals available.,Shop Now,,,image,ecommerce,43832,878,62,758.02
enriched_ad_4082,campaign_044,Voyages Airfare Credit,Airfare credit of up to $1200 free. Drinks per cabin up to $600.,Book Now,,,image,travel,72363,974,83,1445.18
enriched_ad_4083,campaign_039,Ashley Update Your Space,Update the look of your updated space shop now,Shop Now,,,image,ecommerce,49385,888,47,654.07
enriched_ad_4084,campaign_001,Thousands of Teens in Foster Care Can't Wait to Share Their Firsts With You,Learn About Adoption Adopt US Kids ad,,,,image,ecommerce,25550,317,31,448.36
enriched_ad_4085,campaign_024,ASHLEY say 'I Do' to a Stylish New Look,,Shop Now,,,image,ecommerce,39498,734,66,485.74
enriched_ad_4086,campaign_025,Ashley Baby & Kids,Nesting in Progress Shop Baby → E,,,,image,ecommerce,65487,1110,64,753.0
enriched_ad_4087,campaign_031,Ashley Upgrade Your New Space,,Shop Now,,,image,ecommerce,54179,717,68,882.3
enriched_ad_4088,campaign_045,25% off the Summer Sale,,Shop Rugs,,,image,ecommerce,28430,495,48,322.56
enriched_ad_4089,campaign_027,Ashley - Get Back to Good Sleep,Shop Mattresses,,,,image,ecommerce,45952,746,54,688.66
enriched_ad_4090,campaign_026,Something On Your Mind? Reach Out To A Friend About Their Mental Health,"V
Reach out to a friend about their mental health.
Learn more SEIZE THE AWKWARD ad American Se JED",,,,image,healthcare,64146,893,64,1225.34
enriched_ad_4091,campaign_021,Memorial Day Sale,Ashley offers up to 50% off on spot-light deals. Shop Now for exclusive discounts.,Shop Now,,,image,ecommerce,60510,982,59,865.46
enriched_ad_4092,campaign_048,Honda Financing for COLOWING,"As low as 4.99% APR, HONDA financing available for up to 36 months with approved credit from Honda Financial Services.",LEARN MORE,,,image,finance,56888,464,20,1017.41
enriched_ad_4093,campaign_048,Target-Grade Barrel,,,,,image,,71405,1370,88,984.34
enriched_ad_4094,campaign_040,Foundations,Call your friend who hasn't been themselves lately. Foundation S P Learn more JED SEIZE THE AWKWARD AWKWARD,,,,image,entertainment,41796,759,114,310.72
enriched_ad_4095,campaign_018,Get Live TV Now,"FS1 HGTV Discept FOX Hulu + LIVE TV NBC ESPN SCBS Get LIVE TV NOW TNT obc TV THAT MAKES SENSE. hulu Live TV plan only. Regional restrictions, blackouts and additional terms apply. Access content from each service separately. © 2023 Disney and its related entities.",,,,image,entertainment,69895,1175,121,601.14
enriched_ad_4096,campaign_020,Get Live TV Now,hulu + LIVE TV Discept FOX ESPO SCBS hulu TNT obc Me NEC ALL IN ONE PLAN. Access content from each service separately.,,,,image,entertainment,58859,1166,154,394.01
enriched_ad_4097,campaign_034,The Relentless Pursuit Of What's Possible,,,,,image,automotive,24117,343,11,562.55
enriched_ad_4098,campaign_012,THE YAMAHA GET OUT AND RIDE,SALES EVENT TE AS LOW AS CUSTOMER CASH 5.99% FORMANTE YAMAHA Revs Your Heart LEARN MORE,,,,image,entertainment,39901,722,125,272.18
enriched_ad_4099,campaign_006,Silverado Command Attention On And Off The Road,,,,,image,automotive,61381,597,15,792.58
enriched_ad_4100,campaign_044,DRYSHOD WATERPROOF FOOTWEAR,Lightweight. Warmth. Durability. Comfort. Protection.,,,,image,ecommerce,30574,630,40,410.79
enriched_ad_4101,campaign_011,Experience the HONDA TOLAN 1000,,,,,image,automotive,50172,822,31,1029.76
enriched_ad_4102,campaign_025,Call your friend who hasn't been themselves lately.,Learn more SEIZE THE AWKWARD ad C America Foundation Suicide Pred JED,,,,image,healthcare,36694,362,19,765.78
enriched_ad_4103,campaign_014,Ashley Tempur-Pedic,,Shop Now,,,image,ecommerce,64307,1096,57,725.79
enriched_ad_4104,campaign_007,Ashley let the light shine,,Shop Now,,,image,entertainment,52554,940,94,464.63
enriched_ad_4105,campaign_050,What Do I Do When I Lose My Health Plan?,Life Happens. Get Covered.,Learn More,,,image,healthcare,29589,456,18,584.5
enriched_ad_4106,campaign_044,LAYENA BRAGGING RIGHTS COME IN EVERY BAG OF PURINA® LAYENAⓇ LAYER FEED,Strong hens & eggs for you to show off start with feeding Purina.,Try Now>,,,image,ecommerce,85254,1105,113,1062.62
enriched_ad_4107,campaign_036,Discover Logitech Lift,Vertical Ergonomic Mouse for natural handshake position and day-long comfort.,Learn More,,,image,ecommerce,44264,731,73,430.29
enriched_ad_4108,campaign_001,Anniversary Sale - Save Big on Holland America Line,Enjoy an exclusive anniversary sale with up to 45% off. Book your dream vacation aboard the luxurious Holland America Line and experience onboard credit along with reduced deposit options.,Book Now,,,image,ecommerce,68953,1257,71,886.83
enriched_ad_4109,campaign_026,FIND NEW ROADS™,,Shop Chevrolet,,,image,automotive,42935,674,25,865.2
enriched_ad_4110,campaign_050,Get Verizon Mobile for Microsoft Teams,Integrate all mobile calling with Teams and move calls seamlessly across all devices with your number.,,,,image,ecommerce,48670,662,65,536.08
enriched_ad_4111,campaign_002,Oracle NetSuite - Achieve Success with KPIs,"Discover the power of Oracle NetSuite and drive your company's success. With our comprehensive checklists, you can easily track Key Performance Indicators (KPIs) to ensure you're on top of every aspect that matters.",Download eBook,,,image,ecommerce,74315,1536,148,1013.55
enriched_ad_4112,campaign_047,Donate Pet Food,One of the many ways you can be a helper in your community. Learn more PetsAndPeopleTogether.org ad The Humane Society Council Of The Mid-Atlantic Region.,Learn More,,,image,ecommerce,25624,269,23,375.67
enriched_ad_4113,campaign_044,New York Botanical Garden Tickets Available,Get tickets for the New York Botanical Garden's summer season running from May 27 to September 17. Experience beautiful gardens and works by Ebony G. Patterson.,GET TICKETS NOW,,,image,entertainment,69821,1116,166,473.32
enriched_ad_4114,campaign_039,Discover Expert-Led Sessions,Dive into relevant topics with our experts through engaging webinars that you can listen to live or access on demand.,Explore Webinars Now!,facebook,,video,education,28449,562,84,232.41
enriched_ad_4115,campaign_008,Get More Logitech,From IPad Combo Touch Now for iPad Pro and iPad (10th Gen),SHOP NOW,,,image,ecommerce,20423,221,17,330.82
enriched_ad_4116,campaign_003,Shop Rugs,,,,,image,ecommerce,46753,751,39,615.2
enriched_ad_4117,campaign_033,Insurance for Visitors to the US,"Get Quote
2
VisitorPLANS.com
INSURANCE THAT TRAVELS WITH YOU
authority on insurance plans for visitors in the USA. Visit us at www.visitorplans.com or call us directly.",Visit VisitorPLANS.com,,,image,ecommerce,91535,1887,166,930.23
enriched_ad_4118,campaign_021,Adopt US Kids,Listen to the new podcast for heartwarming adoption stories and advice from experts.,Learn More,,,image,ecommerce,20926,225,13,268.64
enriched_ad_4119,campaign_010,"Airfare Credit for Santorini, Greece",Book by May 24th. For up to free drinks included in your trip.,Book Now,,,image,travel,61608,1261,101,985.0
enriched_ad_4120,campaign_007,Discover the Distinct Value of CIMERLIⓇ>>,"CIMERLI is a registered trademark of Coherus BioSciences, Inc. All rights reserved.",,,,image,ecommerce,29759,548,30,411.86
enriched_ad_4121,campaign_032,OCTAVIA E. BUTLER'S PARABLE OF THE SOWER,"JUN 28 - JUL 1, WED-SAT at Strathmore Theatre",BUY STRATHMORE TICKETS,,,image,entertainment,99712,1751,290,777.06
enriched_ad_4122,campaign_038,The Game,Rule astra A30 wireless XBOX/PS/Switch/ PC/MOBILE+ Shop Now G Logitech,Shop Now,,,image,ecommerce,60045,760,72,640.13
enriched_ad_4123,campaign_017,A NEW WAY TO PLAY THE CLOUD XBOX GEForce,Now available in the cloud for Xbox and GEFORCE with Logitech handheld gaming experience.,Shop Now,,,video,ecommerce,97604,2279,150,1601.17
enriched_ad_4124,campaign_043,Logitech A New Way to Play the Cloud,A NEW WAY TO PLAY THE CLOUD XBOX K GEFORCE NOW Si H CLOUD GAMING HANDHELD SHOP NOW,SHOP NOW,,,video,entertainment,47429,1055,135,284.85
enriched_ad_4125,campaign_003,Relax In Your Retreat,,Shop Bedroom →→ ASHLEY,,,image,ecommerce,27588,540,31,321.93
enriched_ad_4126,campaign_041,New Pet Expert Tackle Tough,PetExpert Tackle TOUGH. Pet Odors 24/7. Learn More About VetV.,Learn More,,,image,ecommerce,56066,788,71,593.47
enriched_ad_4127,campaign_040,Oracle NetSuite - 50 KPI Checklists,Drive Your Company's Success with Oracle's comprehensive KPIs.,Download eBook,,,image,ecommerce,24137,499,33,302.03
enriched_ad_4128,campaign_012,Create Your Personal Price Plan™,"Prices vary by state. Options selected by customer, availability and eligibility may vary.",Learn more,,,image,ecommerce,62899,900,48,839.27
enriched_ad_4129,campaign_011,Memorial Day Sale,up to 50% off spotlight deals shop now,Shop Now,,,image,ecommerce,98682,1179,92,1003.1
enriched_ad_4130,campaign_018,Oracles NetSuite - CFO's Ultimate Tool,"NetSuite is designed to help you, the CFO, improve your Key Performance Indicators (KPIs) and streamline business processes. With Oracle NetSuite, you'll have access to a comprehensive suite of tools that can transform how financial data drives decision-making in real-time.",Download Guide,facebook,,image,ecommerce,34657,470,45,487.43
enriched_ad_4131,campaign_035,Ashley Update Your Space,,Shop Now,,,image,ecommerce,72708,1498,108,731.33
enriched_ad_4132,campaign_029,UP TO SAVE $500,*Select adjustable mattress sets only. Lesser savings may apply. Learn more at TempurPedic.com.,TEMPUR-PEDIC SHOP NOW,,,image,ecommerce,85573,1585,130,864.85
enriched_ad_4133,campaign_038,"Ashley Final Touches, First Impressions Shop Home Decor",,,,,image,ecommerce,72623,1149,70,1126.44
enriched_ad_4134,campaign_004,Experience the TALON 1000s HONDA,,,,,image,automotive,81193,1287,38,1788.12
enriched_ad_4135,campaign_033,Delta MD SkinCare UV Clear Broad Spectrum SPF 46,"Trusted by Dermatologists. Gate 20, www.onco.com/pacial_sunscreen",,,,image,ecommerce,95621,1789,172,1583.73
enriched_ad_4136,campaign_001,Talk with Me About Mental Health,Reach out to a friend about mental health. Learn more SEIZE THE AWKWARD Amen Se JED.,,,,image,healthcare,73726,798,53,1481.69
enriched_ad_4137,campaign_013,Ashley - Relax In Your Retreat Shop Bedroom,,Shop Now,,,image,ecommerce,74364,834,44,1254.1
enriched_ad_4138,campaign_017,Sharing Old Stories and A Coca-Cola,,Learn More,,,image,entertainment,43781,1002,139,302.95
enriched_ad_4139,campaign_036,How to create a lasting legacy as CFO,"Learn how you can establish yourself in the corporate world by becoming an influential Chief Financial Officer (CFO). Discover strategies and insights that will help build your reputation, ensure financial stability for companies you're involved with, or even start up new ventures. Download our comp",Download eBook,,,image,education,65061,1180,138,728.36
enriched_ad_4140,campaign_042,"CARLISLE Ford","NATIONALS JUNE 2-4 CARLISLE PA FAIRGROUNDS WORLD'S LARGEST ALL-FORD SHOW & SWAP MEET SPECTATOR TICKETS BUY NOW AND SAVE! LEARN MORE",Learn More,facebook,,image,ecommerce,61826,942,59,713.25
enriched_ad_4141,campaign_023,"CARLISLE Ford","NATIONALS JUNE 2-40 CARLISLE PA FAIRGROUNDS WORLD'S LARGEST ALL-FORD SHOW & SWAP MEET SPECTATOR TICKETS BUY NOW AND SAVE! LEARN MORE",Learn More,facebook,,image,ecommerce,37995,604,38,672.77
enriched_ad_4142,campaign_012,Just About Everything®,FOR GUNSMITHING,Shop Now,,,image,ecommerce,30099,629,35,332.91
enriched_ad_4143,campaign_038,S&P 500 Weekly SM,C'boe Tuesday and Thursday Options Now Available Learn More,,,,image,finance,74477,854,23,2314.97
enriched_ad_4144,campaign_027,Turn daydreams into dream homes,with a down payment as low as 3%. Learn more TRUIST Restrictions fortal Mortgage,,,,image,real_estate,33707,314,6,869.16
enriched_ad_4145,campaign_035,On and Off the Road,,,,,image,automotive,50645,588,16,1076.92
enriched_ad_4146,campaign_027,MOVED AND LOST HEALTH COVERAGE?,"WHEN LIFE CHANGES, GET COVERED.",Learn More,,,image,healthcare,94677,1636,108,1869.19
enriched_ad_4147,campaign_011,Get iPad 9th Gen,50% OFF for your business With 24 monthly bill credits when you add a line. Get offer T-TABLETS For Business,,,,image,ecommerce,76390,1356,69,1326.77
enriched_ad_4148,campaign_008,"IGNARelief THIS DHUL-HIJJAH, DONATE TO A CAUSE",,VISIT ICNARELIEF.ORG,,,image,ecommerce,96075,1036,54,1106.84
enriched_ad_4149,campaign_014,Executive Wharton Education Marketing Programs,Live Online and On Campus,> Apply Now >,,,image,education,43282,601,85,350.17
enriched_ad_4150,campaign_031,Volvo XC40 Recharge,A car as versatile as you,Learn More,,,image,automotive,69820,832,15,1628.11
enriched_ad_4151,campaign_001,Building a Brand with Bluehost,Bluehost makes building your online presence easy. Get started today!,Get Started,,,image,ecommerce,32433,390,30,574.34
enriched_ad_4152,campaign_021,Explore comprehensive patient support with CIMERLIⓇ,CIMERLIⓇ NOW HAS A PERMANENT Q-CODE: Q5128 Explore comprehensive patient support >>,,,,image,ecommerce,41298,829,77,471.57
enriched_ad_4153,campaign_025,Discover Lift - Vertical Ergonomic Mouse,Optimal 57° angle for day-long comfort. Discover the perfect ergonomic mouse designed to enhance your productivity and ensure maximum comfort during extended use.,Learn More,,,image,ecommerce,87692,1505,109,1255.23
enriched_ad_4154,campaign_037,Anniversary Sale,"Up to ONBOARD, %$+150 credit. SALE 45%. & Reduced deposit*. Holland America Line.",Book Now,,,image,travel,95164,2036,167,1859.06
enriched_ad_4155,campaign_037,Anniversary Sale,"Up to ONBOARD, %$+150 credit. SALE 45%. & Reduced Deposit* Holland America Line BOOK NOW.",Book Now,,,image,ecommerce,26080,457,44,459.78
enriched_ad_4156,campaign_016,Create Your Personal Price Plan™,"State Farm offers personalized price plans tailored to your needs, with prices varying based on the specific requirements of each state. Options are selected by you; availability and eligibility may vary.",Learn more,,,image,ecommerce,65160,817,73,704.85
enriched_ad_4157,campaign_042,"Ashley Final Touches, First Impressions Shop Home Decor",,,,,image,ecommerce,98110,1706,94,1039.9
