ad_id,campaign_id,headline_text,body_text,call_to_action,platform,placement,ad_format,category,impressions,clicks,conversions,spend
enriched_ad_3094,campaign_025,The Most Advanced Data Center Cooling in the World,,,,,image,ecommerce,58128,745,66,724.55
enriched_ad_3095,campaign_030,That Spring Thing,HOMETOWN EXPO SPRINGBORO HIGH SCHOOL MARCH 18,,,,image,,39727,551,56,451.82
enriched_ad_3096,campaign_032,Hiring Costco CDL Drivers! Starting Driver Pay is $33.35/hr,,,,,image,"ecommerce, saas, education, healthcare, finance, entertainment, travel, food, automotive, real_estate",75516,825,64,891.73
enriched_ad_3097,campaign_033,HIRING CDL DRIVERS!!!,"STARTING DRIVER PAY IS $33.35/hr COSTCO WHOLLAN Costco Low ""Out-of-Pocket"" Comprehensive Benefits 9 HOLIDAYS A YEAR!! COCOSTO APPLY TODAY WHOLESALE NOMINATED Best OF THE BEST Frederick Campus/Depot 1052/1053/1996/731",COSTCO APPLY TODAY,,,image,ecommerce,42781,679,46,594.63
enriched_ad_3098,campaign_029,Soldest Rodeo Tickets On Sale,,,,,image,entertainment,39167,992,140,235.74
enriched_ad_3099,campaign_049,ORDER YOUR DREAM VEHICLE TODAY WITH LAMB CHEVROLET'S PRE-ORDER PROGRAM!,"✓ VISIT LAMB CHEVROLET SPEC OUT YOUR IDEAL VEHICLE WE'LL ORDER IT FOR YOU! ... MOST VEHICLES REQUIRE A DEPOSIT AS LOW AS $1,000 TO RESERVE ORDER. SEE DEALER FOR DETAILS.",SHOP NOW,,,image,automotive,72248,1292,41,1231.64
enriched_ad_3100,campaign_022,Angi All Your Home Needs,"All your home needs, all in one place. Find Pros Now.",,,,image,ecommerce,94688,1507,109,1551.9
enriched_ad_3101,campaign_018,The MIXPAC™ Stamp Ensures Genuine Swiss Quality,Discover the authentic touch of Switzerland with our original SERERSEITS and IXPAC. Experience unmatched quality in every mix.,Learn More,,,image,ecommerce,66023,1122,80,654.95
enriched_ad_3102,campaign_045,Catch Up on Winter Clinical Hawaii,Dermatology Explore Conference Coverage,,,,image,education,33491,460,59,352.02
enriched_ad_3103,campaign_039,FREE ONLINE CME,Covering a wide variety of Multi-Specialty topics.,Click to learn more,,,image,education,65648,1271,113,481.96
enriched_ad_3104,campaign_041,Custom Window,"Buy 1 Get 1 Treatments, 50% off Designed to fit your space OFF* Book now > 3DayBlinds®",Book Now >,,,image,ecommerce,20889,388,36,262.24
enriched_ad_3105,campaign_037,SUIVEZ NOUS SUR YOUTUBE STAND BELLECT BERANQUE ALBERTY CITY CACHE DE LA TRYWAT PEN CALF DUTY BEST OF,,,,,image,,35231,475,31,609.68
enriched_ad_3106,campaign_034,Pop Tarts,,,,,image,food,95773,2373,293,1049.99
enriched_ad_3107,campaign_005,Hulu Original Series,"Discover Hit Shows like LLEC TRIC MIST, Movies & More on Hulu.",Start Your Free Trial,facebook,,image,entertainment,73070,1998,353,466.96
enriched_ad_3108,campaign_044,Play Fast. Win Big With Xfinity,"$40,000 IN TOTAL PRIZES
Eligibility restrictions apply. Void where prohibited. See www.draftkings.com/xfinity for details.
PLAY FREE",,,,video,entertainment,38023,1181,181,222.9
enriched_ad_3109,campaign_022,The LUMIX S5,The LUMIX you've been waiting for with Phase Hybrid AF. SHOP NOW > LUMIX PRO SERVICES WE'VE GOT YOU COVERED FREE 3 YEAR WARRANTY,SHOP NOW,,,image,ecommerce,84206,965,58,1183.49
enriched_ad_3110,campaign_029,The LUMIX S5,The LUMIX you've been waiting for with Phase Hybrid AF. Shop Now > LUMIX PRO SERVICES WE'VE GOT YOU COVERED Free 3 YEAR WARRANTY LUMIX,> SHOP NOW,,,image,ecommerce,92512,1137,118,895.01
enriched_ad_3111,campaign_038,Don't Gamble On NFTs,,,,,image,ecommerce,81882,1070,75,1108.22
enriched_ad_3112,campaign_004,Streamline Your Music,Royalties. Let's Connect.,,,,video,entertainment,23763,528,81,114.62
enriched_ad_3113,campaign_012,Save Up To 25% On Rooms At Select Disney Resort Hotels,Discover the magic of staying in select Disney Resort hotels. Enjoy exclusive discounts and perks.,Get Details,,,image,entertainment,84467,2295,318,680.98
enriched_ad_3114,campaign_022,"Stay, Play and Dine with Walt Disney World",Enjoy the magic of Disneyland. Get details on our exclusive offers.,Shop Now,facebook,,video,entertainment,96153,2088,226,806.33
enriched_ad_3115,campaign_049,Save up to 15% DISNEY 100 Disneyland CDisney at a Disneyland® Resort Hotel,on select Sunday-Thursday nights from 3/12/23 to 6/8/23. Book now thru 6/5/23.,Book Now,,,image,entertainment,33623,575,79,259.54
enriched_ad_3116,campaign_007,Celebrate at DISNEY 100 Disneyland,Join us for an unforgettable celebration. Park reservations are now available.,Reserve Now!,,,image,entertainment,89896,2079,234,535.5
enriched_ad_3117,campaign_033,Dividend.com - Best Defense Contractor Protection Stocks,Discover the best defense contractor protection stocks with our model portfolio. Reaffirmed in Best Dividend Protection Stocks for over 20 years.,LEARN MORE ▸,,,image,ecommerce,24487,341,29,419.97
enriched_ad_3118,campaign_018,Are you on the hunt for dividend income?,Use our industry-leading Best Dividend Stocks list to find top-rated dividend stocks.,View Now,,,image,ecommerce,88612,1645,170,1299.64
enriched_ad_3119,campaign_015,IXLA Kinder - Math Practice for Grades K-12,"Math practice resources tailored to students in grades Kindergarten through Grade 8. Covering essential topics such as Algebra, Geometry and precalculus.",,,,image,education,88026,1848,239,782.77
enriched_ad_3120,campaign_006,Spring Break Camps,Presenting Youth Camps by invisalign. Experience the thrill of Spring Break at AT&T Stadium on March 14 and 15.,Register Now,,,image,entertainment,60868,1670,260,539.19
enriched_ad_3121,campaign_035,2023 Dallas Cowboys SPRING BREAK Youth Camps,Presented by invisalign Covies Be REGISTER NOW,Register Now,,,image,education,83636,1894,237,777.96
enriched_ad_3122,campaign_040,Spring Break Youth Camps,Youth camps presented by March 14 and 15 AT&T Stadium. Register Now.,Register Now,,,image,education,64385,1596,126,697.44
enriched_ad_3123,campaign_022,The Dallas Opera Takes on Mozart's Romantic Comedy!,A fresh new take on MOZART'S ROMANTIC COMEDY! MOZART COSÌ FAN TUTTE March 24 - April 1,,,,image,entertainment,31445,765,90,278.4
enriched_ad_3124,campaign_008,YUMMY COMBS - Safest & Most Nutritious Flossing Dog Treat,A NutriWell® Wellness Flossable Chew for Dogs. Nurturing Optimal Wellness™ with every chew.,SHOP NOW!,,,image,ecommerce,70695,1137,96,1174.03
enriched_ad_3125,campaign_035,Your Dog Improves Your Life,A short walk goes long ways for your health. It's just one more way that your dog improves your life.,,,,image,ecommerce,41869,873,44,480.44
enriched_ad_3126,campaign_017,Fry Time,,,,,image,,68344,1244,70,883.47
enriched_ad_3127,campaign_028,Shandon - HOTEL & SPA,+ Take Me Shandon,,,,image,ecommerce,76606,929,55,942.51
enriched_ad_3128,campaign_008,Happy St. Patrick's Day! Entertainment at the Square,"From 1.30 PM, enjoy entertainment and watch as the parade starts at 3 PM.",,,,image,entertainment,63665,1496,194,389.56
enriched_ad_3129,campaign_025,New & Used Car Parts Available for All Makes and Models,,,,,image,automotive,61606,655,13,1121.66
enriched_ad_3130,campaign_033,Make the Forest Part of Your Story,Discover the FOREST.org ad,,,,image,ecommerce,20510,216,13,250.78
enriched_ad_3131,campaign_049,MARCH HOOPS CHALLENGE PRESENTED BY Coors Light,"$4,000 IN DAILY PRIZES WINNING HAS NEVER BEEN THIS Chill MAR. 14 - APR. 3 CBB - 21+ PLAY FREE Eligibility restrictions apply. Must be 21+ to enter. Void where prohibited. Void in VA See draftkings.com/coorslight for details.",,,,video,entertainment,75173,2501,363,451.12
enriched_ad_3132,campaign_007,US Steel Buildings - MENE,"Garages, Workshops, Bams, Barndominiums, Storage Buildings & More. Free estimates engineered plans available. Construction crews on demand.",Contact Us NOW!,,,image,real_estate,96461,836,11,2776.16
enriched_ad_3133,campaign_036,Specializing in Medical and Surgical Eye Care,"Four Corners Eye Clinic offers FREE glaucoma screening on March 16, 2023 from 3-5 pm.",,,,image,healthcare,31633,598,43,750.77
enriched_ad_3134,campaign_036,Conference on Actionable Growth & Wellness,Join us for an inspiring conference focused on actionable growth and wellness. Discover new ways to connect with endless human inspiration in Charlotte from March 24-26.,Register Now,,,image,education,52557,907,95,580.9
enriched_ad_3135,campaign_016,NEW FLAVOURS AND COLOURS LAUNCH FOR INNOKIN GOLDEN LEAF AWARD WINNER!,Experience the latest innovation in vaping with our new flavours and colours for InnoBar C1. Elevate your Vaping Experience.,Shop Now,,,image,ecommerce,27077,464,37,456.95
enriched_ad_3136,campaign_007,Earn More Green!,"Balances $250,000-$1,000,000 Maximum balance: $1,000,000 APY GOLD Money Market Account *Learn More INSTITUTION FOR SAVINGS Building Stronger Communities Together SINCE 1820. Member FDIC Member DIF",*Learn More,,,image,ecommerce,85489,1066,71,1268.06
enriched_ad_3137,campaign_040,Earn MORE GREEN! Money Market Account,"*Learn More
INSTITUTION FOR SAVINGS
BUILDING STRONGER COMMUNITIES TOGETHER SINCE 1830.
Member FDIC. Member DIF",,,,image,finance,53577,604,22,1059.4
enriched_ad_3138,campaign_044,The Peninsula News Best Reader’s Choice Awards Vote,,Vote Now Thru March 26th,,,image,entertainment,47650,1230,144,233.18
enriched_ad_3139,campaign_035,Making Ahwatukee Home Dreams Come True,Since 1986. West USA Real Estate.,,,,image,real_estate,59495,611,12,1107.51
enriched_ad_3140,campaign_030,"00","NAD years Learn More",Learn More,facebook,,image,ecommerce,35558,673,44,555.58
enriched_ad_3141,campaign_013,DESIGN GUIDE ON CONNECTORS,"In this Design Guide, the editors of EEWorld Online help you answer some of the ""What, When, Why"" questions around connectors, particularly in industrial applications.",,,,image,ecommerce,32325,421,31,317.52
enriched_ad_3142,campaign_027,"Searching for a new job?","BABBBBI DODGO",Learn More,facebook,,image,ecommerce,36250,534,27,506.58
enriched_ad_3143,campaign_029,Tech Forum 2023,"Join us for an exclusive virtual event featuring the latest in ELECTRONICS NEWS and ADVANCED AUTOMOTIVE technology. Don't miss out on this opportunity to connect with industry experts, gain insights into cutting-edge innovations, and explore new trends shaping our future.",REGISTER NOW,,,image,entertainment,36815,688,126,249.69
enriched_ad_3144,campaign_004,America's Weather Team™ FOX WEATHER WATCH NOW,,,,,video,entertainment,67160,1334,199,576.99
enriched_ad_3145,campaign_033,America's Weather Team™ FOX WEATHER WATCH NOW,,,,,video,entertainment,36476,1105,141,248.92
enriched_ad_3146,campaign_040,FOX America's Weather Team™,,,,,video,,34258,631,51,478.36
enriched_ad_3147,campaign_007,The Collision of Health Care and Technology,PolitiCO Future Pulse Sign Up Today,Sign Up Today,,,image,ecommerce,99908,1319,111,1308.52
enriched_ad_3148,campaign_044,The Long Game,A newsletter for leaders who are building a sustainable future.,SIGN UP NOW,,,image,ecommerce,39722,607,48,688.98
enriched_ad_3149,campaign_013,EETimes POWER,"A ROADMAP TO NEXT-GENERATION ELECTRIC & AUTONOMOUS VEHICLES Virtual Event March 28-30, 2023 ADVANCED AUTOMOTIVE TECH FORUM REGISTER NOW",REGISTER NOW,,,image,ecommerce,87760,1323,123,890.48
enriched_ad_3150,campaign_018,"Your Talent, Our Tape",Scotch 75 ELECTRICAL TAPE Years BUY NOW,Buy Now,,,image,ecommerce,91448,1447,93,893.9
