ad_id,campaign_id,headline_text,body_text,call_to_action,platform,placement,ad_format,category,impressions,clicks,conversions,spend
enriched_ad_6038,campaign_004,Volvo XC60 Mild-Hybrid,,Learn More,,,image,automotive,31246,295,10,514.86
enriched_ad_6039,campaign_013,NEW VEHICLES ARRIVING DAILY,,,,,image,automotive,52506,571,16,1002.69
enriched_ad_6040,campaign_019,NEW VEHICLES ARRIVING DAILY,See offers at Toyota.,,,,image,automotive,22707,211,7,369.92
enriched_ad_6041,campaign_044,How to create a lasting legacy as CFO,NetSuite helps you become the best version of yourself. Discover how NetSuite can help you achieve your goals and make an impact in any industry.,Download eBook,,,image,ecommerce,30653,609,54,446.4
enriched_ad_6042,campaign_001,CAN-DO COMES IN RED CASE,,,,,image,ecommerce,45482,512,34,671.88
enriched_ad_6043,campaign_027,Star Spangled Summer Sale,,Shop Now,,,image,ecommerce,34149,601,36,343.4
enriched_ad_6044,campaign_024,Threat-Stopping Performance Bondso Remington BONDED,,Shop Now,,,image,ecommerce,63104,1274,89,769.07
enriched_ad_6045,campaign_024,Limited-Time Offer on Volvo XC90,Today only. Mild-Hybrid available.,,,,image,automotive,57597,911,33,1260.0
enriched_ad_6046,campaign_010,White Motors Inc Buicks Reo of Face Chevrolet,See dealer for details.,Shop Now,,,image,automotive,93945,885,21,1749.14
enriched_ad_6047,campaign_046,Rumensin - Generations Of Local Support,"Committed to your operation. Contact your sales representative to learn more, visit Trusted ByGenerations.com.",,,,image,ecommerce,74459,1173,97,847.76
enriched_ad_6048,campaign_033,AIRFARE CREDIT,$1200 FREE DRINKS PER CABIN UP TO $600 KOTOR VOYAGES BOOK BY JUNE 29TH,,,,image,travel,68749,1278,99,1036.92
enriched_ad_6049,campaign_036,Enter for a Chance to Win a Trip,Medalla is your gateway to discovering new styles and trends. Explore our latest collections.,Learn More,,,image,entertainment,94209,1464,218,612.43
enriched_ad_6050,campaign_034,The Tobacco Companies Don't Want You to Know...,,,,,image,entertainment,97443,1760,319,673.02
enriched_ad_6051,campaign_005,The Tobacco Companies Don't Want You To Know...,,,,,image,entertainment,97607,2087,262,557.95
enriched_ad_6052,campaign_011,Speak Your Language!,APOD NYC Public Schools Office of Language Access Learn More! Visit schools.nyc.gov/Hello,Learn More!,,,image,education,63912,972,128,546.96
enriched_ad_6053,campaign_028,Set Up Instagram Profile for Teenagers,Default Private Accounts when teenagers set up their Instagram profiles.,Learn More,instagram,,image,entertainment,98023,1412,161,647.3
enriched_ad_6054,campaign_029,"EVOCATIVE, BEAUTIFUL AND SMART. THE ANIMATION IS STUNNING.",Roger Ebert.com FOR YOUR EMMY CONSIDERATION OUTSTANDING ANIMATED PROGRAM ENTERGALACTIC,,,,image,entertainment,38501,585,110,332.28
enriched_ad_6055,campaign_017,Cabela's STAR SPANGLED SUMMER SHOP NOW,,Shop Now,,,image,ecommerce,70873,893,53,833.92
enriched_ad_6056,campaign_027,ORACLE Strong CFOs Practice,NETSUITE These 5 Habits Download eBook,,,,image,education,28218,391,40,201.79
enriched_ad_6057,campaign_019,Plan Your Momentous European Trip Early,"Reserve. Relax. Hertz. Let's Go! Book Now, Hertz",Book Now,,,image,travel,83827,977,71,1560.51
enriched_ad_6058,campaign_026,Nickelodeon's SpondeBo Universe on Tidal Zone,"Experience the ultimate family fun with Nickelodeon’s hit show, SpondeBo Universa. Available exclusively for streaming now.",Watch Now!,streaming,,video,entertainment,53879,1113,213,435.35
enriched_ad_6059,campaign_004,Microsoft Security,Optimize your security operations with Microsoft XDR. LEARN MORE > HORTEN,,,,image,ecommerce,55031,783,40,612.28
enriched_ad_6060,campaign_040,Naked Fruit Juices,"Discover the freshest and most authentic fruit juices available. Our Naked range includes green, red, orange, apple, grape, cherry, peach, plum, pear, strawberry, raspberry, blueberry, blackberry, mango, pineapple, watermelon, passionfruit, guava, kiwi, lemon, lime, grapefruit, pomegranate, apricot,",Shop Now,,,image,ecommerce,74004,869,46,961.68
enriched_ad_6061,campaign_020,Open Report,"View Public Records. E.g., John, E.g. Smith, All States.",,,,image,ecommerce,23933,448,24,238.13
enriched_ad_6062,campaign_033,CbM Reference Design,"Data Acquisition platform that analyses vibration events synchronously. CN0582, ANALOG DEVICES.",Buy Now,,,image,ecommerce,30028,566,53,295.92
enriched_ad_6063,campaign_034,INFINITI LUXURY THAT LETS YOU FEEL INFINITELY,,Learn More,,,image,ecommerce,88904,1858,142,1537.1
enriched_ad_6064,campaign_017,Amphenol Single Pair Ethernet (SPE) IP67 Cables and Connectors,Compatible with IEC63171-6 interconnect. Digi-Key Schedule Shipments.,Learn More >>,,,image,ecommerce,44571,653,32,608.82
enriched_ad_6065,campaign_049,New Beginnings Are In Season,max ORIGINAL JUST LIKE AND THAT A New Chapter Of Sex And The City NEW SEASON max STREAMING Thursday WATCH TRAILER,,,,video,entertainment,41185,1097,108,209.18
enriched_ad_6066,campaign_047,FAMILY STALLONE NEW REALITY SERIES NOW STREAMING EXCLUSIVELY ON mount+ TRY IT FREE,,TRY IT FREE,,,video,entertainment,38371,737,100,283.61
enriched_ad_6067,campaign_025,Executive Education at Wharton,Powerful programs designed specifically to enhance the skills and knowledge of senior executives. Apply now! Experience our courses through live online sessions or on-campus classes.,Apply Now >,,,image,education,66299,1553,171,631.93
enriched_ad_6068,campaign_028,PROTECT WHAT YOU LOVE,Columbia Proud protector of the skin on your back and waters you love www,Shop Now,,,image,ecommerce,66449,1218,79,809.4
enriched_ad_6069,campaign_043,"Receive Up to $5,000 Funding","Switch to IG to receive up to a $5,000 funding bonus. Open, fund & trade.",,,,image,finance,41472,339,10,1039.65
enriched_ad_6070,campaign_007,WHARTON EXECUTIVE EDUCATION,BE WHARTON READY. ON CAMPUS AND ONLINE FIND YOUR PROGRAM.,,,,image,education,92598,2029,175,944.31
enriched_ad_6071,campaign_028,Federal Prairie Storm Premium Now With FlitControl Flex,"Premium Federal products available at $25 per unit in Upland, featuring advanced technology and superior quality.",Buy Now,,,image,ecommerce,59076,670,44,741.1
enriched_ad_6072,campaign_047,Start Your Mortgage Application Today,You are all set to begin your journey towards homeownership. Apply for TRUIST's mortgage loan service today and get the process started.,Apply Now,,,image,finance,53318,512,22,1703.23
enriched_ad_6073,campaign_008,New Beginnings Are In Season AND That,max ORIGINAL JUST LIKE A New Chapter Of Sex And The City NEW SEASON MAX STREAMING Thursday WATCH TRAILER,,,,video,entertainment,95266,2679,417,696.36
enriched_ad_6074,campaign_005,Cabela's LEATHERMAN,The perfect gift for the adventure ready dad. Explore more.,,,,image,ecommerce,20792,383,36,254.88
enriched_ad_6075,campaign_014,Whole Fruit,"Strawberry 70 Whole Fruit FRUIT BARS ADD TO CART F 18 Fried Whole Fruit FRUIT GARS (FRUIT EARS) Whole Fruil FRUIT BARS Whole Fruit FRUIT GARS, Whole Fruil FRUIT EARS. cox dans.",,,,image,ecommerce,37681,553,30,629.2
enriched_ad_6076,campaign_042,Cancer Patients Need Answers,"Invest in the NIH. Paid for by Research!America, ACT for NIH and partner organizations.",,,,image,healthcare,92440,1681,74,1632.05
enriched_ad_6077,campaign_037,Delivering critical data faster,,Learn More,,,image,,29852,619,62,400.86
enriched_ad_6078,campaign_017,Executive Education at Wharton,Explore Strategy and Innovation Programs with LIVE online courses available on campus. Apply now to join our executive education programs.,Apply Now,,,image,education,71701,1674,257,765.21
enriched_ad_6079,campaign_023,WHO DO YOU TRUST?,"SE MERE RSS
50
MARVEL STUDIOS
SECRET INVASION ©2003 MARVEL DISNEY- SUBSCRIPTION RENDRES TO SURSTRIBE June 21 Disney+",SIGN UP NOW,,,image,entertainment,54681,1367,202,428.62
enriched_ad_6080,campaign_048,RUN AD FOR PROPERTY A,"When it has vacancies. Advertise any property, anytime Apartments.com GET STARTED.",,,,image,real_estate,30823,356,7,600.3
enriched_ad_6081,campaign_039,Call your friend who hasn’t been themselves lately.,Learn more Preved JED SEIZE THE AWKWARD,,,,image,entertainment,28832,488,66,205.85
enriched_ad_6082,campaign_028,The Power of One,Cox Automotive is redefining marketing by focusing on connecting dealers with innovative automotive solutions. Discover how you can elevate your dealership's success through our comprehensive resources and tools.,Connect Your Solutions > DEALER.COM,,,image,automotive,95678,1268,39,1269.29
enriched_ad_6083,campaign_044,Get the Best Deal on Every Google Pixel,"AT&T offers new and existing customers exclusive deals for every model of Google's latest smartphone, including variations in pricing based on different models.",Learn more,,,image,ecommerce,25079,380,23,425.2
enriched_ad_6084,campaign_049,MAYBELLINE BRAVES TOGETHER,resources for anxiety & depression. text TOGETHER to 741741 for free 24/7 support in partnership with CRISIS TEXT LINE.,,,,image,"healthcare, education",45748,884,58,788.58
enriched_ad_6085,campaign_025,Explore New Settings As A Locum Psychiatrist,Get expert help with Weatherby in healthcare.,,,,image,healthcare,32763,383,17,606.08
enriched_ad_6086,campaign_047,Explore New Settings As A Locum Psychiatrist,Get Expert Help > Weatherby HEALTHCARE,,,,image,healthcare,62286,817,60,1302.24
enriched_ad_6087,campaign_049,Run Your Way,Discover new ways to manage finances with our innovative app. Explore endless possibilities and achieve financial freedom.,Download Now,facebook,,image,ecommerce,92138,1880,111,944.03
enriched_ad_6088,campaign_034,Saratoga Spring Water Available Now,02023 Bluetron Brands Inc.,,,,image,ecommerce,43194,492,29,670.13
enriched_ad_6089,campaign_050,Run Your Way. New Balance,,,,,image,ecommerce,35940,714,49,609.88
enriched_ad_6090,campaign_025,SUMMER SALES - EVENT,"-UP TO $50 OFF
SELECT 60V MAX BATTERY
HANDHELD YARD TOOLS**
in apply State Waltay maacturing Vmaxman & SWV typical Adala",SHOP NOW,,,image,ecommerce,78850,1099,61,1391.71
enriched_ad_6091,campaign_024,Sprite CELEBRATING SO YEARS OF HIPP,"CELEBRATING SO YEARS OF HIP
Lemon-Lime
THE CLEAR
FAVORITE
© 2023 The Coca-Cola Company.
Sprite",,,,image,ecommerce,92537,1812,168,1059.03
enriched_ad_6092,campaign_034,Find a Freelancer,fiverr. Find a freelance that fits your needs.,,,,image,ecommerce,45822,634,59,821.19
enriched_ad_6093,campaign_026,Discover the All-Electric EQE SUV,"Experience luxury and performance with our new EQE SUV. This fully electric vehicle offers exceptional range, advanced technology features like autonomous driving capabilities, luxurious interior design that combines comfort with cutting-edge tech.",Visit Our Website Today!,facebook,,image,ecommerce,64960,701,59,726.97
enriched_ad_6094,campaign_029,New Smith & Wesson MP57,Discover the latest in firearm innovation with N&P's new SMITH-WESSON MP57. Available for immediate pickup at smith-wesson.com/mp57.,Shop Now,,,image,ecommerce,56436,619,32,1009.74
enriched_ad_6095,campaign_025,"New Mar, N&P 5.7 Pick Up The Tempo",,Shop Now,,,image,ecommerce,94458,1941,155,1108.6
enriched_ad_6096,campaign_007,Celebrate Disney - Save on Tickets & Hotel,"Disney100 offers up to 5% off at Disneyland® Resort. Enjoy tickets, hotel stay and parking included.",Book Now,,,image,entertainment,31864,572,73,273.85
enriched_ad_6097,campaign_004,"$1,000 FIRST BET NEW CUSTOMER OFFER",,Bet Now,,,image,ecommerce,40718,605,44,416.8
enriched_ad_6098,campaign_008,NEWLYWED DISCOUNT,Create your registry at Crate & Barrel with our newlywed discount of up to 15%. Enjoy exclusive deals and gifts tailored for new couples.,CREATE YOUR REGISTRY,,,image,ecommerce,47710,574,31,851.34
enriched_ad_6099,campaign_021,STRUTET BEAUTY | TREEDOM I LOVE MOULIN ROUGE! THE HUSICALLO BROADWAY'S MOST SPECTACULAR NIGHT OUT!,,GET TICKETS,,,image,entertainment,50560,927,142,272.13
enriched_ad_6100,campaign_022,2NDX ALCHEMY STARS,FON App - ALchemy Stars 2-Year Anniversary Special! Get up to 70 draws for free!,Get Up To 70 DRAWS FOR FREE!,google play,,video,entertainment,22337,412,73,177.58
enriched_ad_6101,campaign_034,ALCHEMY STARS 2-YEAR ANNIVERSARY,Get up to 70 draws for free! PLAY NOW OTON Google Play App Store,PLAY NOW,facebook,,video,entertainment,60529,2202,294,316.27
enriched_ad_6102,campaign_047,Continental GET UP TO A,"Yes, really. Purchase 4 qualifying Continental Tires from 6/1/23 to 6/30/23 and get up to a $220 rebate. Apply Today 20000000 03/04 www LEARN HOW *See Terms THE SMART CHOICE IN TIRES",,,,image,ecommerce,54471,622,35,907.57
enriched_ad_6103,campaign_004,SEE MIAMI IN THE COLORS OF LOVE,,,,,image,,38146,521,48,475.34
enriched_ad_6104,campaign_031,Love Comes In All Colors,Miami Great Mate - Miami's premier dating app that connects you with love in all colors. Discover your soulmate today!,Download Now,facebook,,image,entertainment,47214,1111,166,298.39
enriched_ad_6105,campaign_018,LOVE COMES IN ALL COLORS,MIÁLÍ. GREATER MIAMI & MIAMI BEACH.,,,,image,entertainment,55433,830,139,300.36
enriched_ad_6106,campaign_043,LOVE COMES IN ALL COLORS,MIAMI. GREATER MEANT & BEACH.,,,,image,entertainment,85730,1574,289,711.1
enriched_ad_6107,campaign_028,NEW CHEVY SILVERADO HD,Own Work. Own Play. Own Life.,,,,video,automotive,74456,1131,27,1441.35
enriched_ad_6108,campaign_043,CBS Original Fire Country,All episodes available for streaming on CBS.,Stream Now,facebook,,video,entertainment,20953,469,76,156.57
enriched_ad_6109,campaign_017,Our Summer Sale Ends Soon,Get a Free Consultation. Book Now!,Book Now,,,image,ecommerce,95589,1497,90,1236.78
enriched_ad_6110,campaign_003,Essential Online Safety Trainings,,Learn More,,,image,education,45335,665,58,394.22
enriched_ad_6111,campaign_048,Top Tier Trader Now Supports Tradelocker,Streamline your trading process with our new support for Tradelocker. Try it now!,Try It Now,,,video,ecommerce,44781,1011,97,539.4
enriched_ad_6112,campaign_003,Discover More Studio Sound,Bowers & Wilkins comes home. 704 S3.,,,,image,entertainment,77569,1338,148,615.26
enriched_ad_6113,campaign_043,SAMTEC - AcceleRate® HD Multi-Row Mezzanine Strips,"AcceleRate® HD ultra-dense, slim body multi-row mezzanine strips are rated for 56 Gbps PAM4 on a 0.635 mm pitch.",LEARN MORE,,,image,ecommerce,71135,1285,129,937.97
enriched_ad_6114,campaign_011,Age of Learning,Creators of ABCmouse Efferse Count Personalize learning on a whole new level My Math Academy My Reading Academy Learn More ,,,,image,education,99691,1352,125,1192.29
enriched_ad_6115,campaign_035,Market Research Report,Embedded Survey Powered by ASPENCORE Insights and Data on the current state of Embedded Development FREE DOWNLOAD,,,,image,ecommerce,33316,561,56,472.57
enriched_ad_6116,campaign_044,Scalefusion Windows Management,Effortless management of your windows systems. Simple and straightforward solution for managing multiple devices.,,,,image,ecommerce,63353,1232,125,750.07
enriched_ad_6117,campaign_035,Support Indie Buckeye,Coverage for the entire season. Get your jersey with exclusive discounts.,Click Here,,,image,ecommerce,68880,767,66,991.81
enriched_ad_6118,campaign_020,BAD BOY EXTREME,"The new Eau de Parfum by Carolina Herrera, inspired by the iconic BAD BOY character. A bold and daring fragrance that captures her fearless spirit.",,,,image,fashion/ecommerce,74763,927,63,1275.77
enriched_ad_6119,campaign_012,BAD BOY EXTREME,,Shop Now,,,image,ecommerce,49280,908,76,830.71
enriched_ad_6120,campaign_011,Largest In Stock Selection,Best Mattress Firm offers Free Same Day Delivery in EL PASO and Las Cruces. Thank you to the people of El Paso for buying local for over 25 years.,,,,image,ecommerce,51029,902,76,766.69
enriched_ad_6121,campaign_031,"NEVATECH - API MANAGEMENT, MONITORING & SECURITY",,> FREE TRIAL >,,,image,ecommerce,51698,719,64,928.39
enriched_ad_6122,campaign_028,Enter to Win an EMS1$250 Gift Card,,Take Survey,,,image,ecommerce,87712,1083,108,1490.46
enriched_ad_6123,campaign_034,"Discover Roblox, Snake.io and Garena Free Fight!","Experience the thrill of Poppy Playtime in Suburbia with 'Among Us'. Enjoy immersive gameplay on platforms like Roblox, Snake.io, and Garena.",Play Now,facebook,,video,entertainment,66488,1770,319,545.61
enriched_ad_6124,campaign_002,Your Guide To Building A Better Engine,Discover the latest in automotive innovation with our new edition. ARR's cutting-edge solutions for your vehicle needs.,CLICK FOR CATALOG,,,image,automotive,26357,313,8,567.8
enriched_ad_6125,campaign_007,Bolenbaugh Insurance,"Agency, Inc. Agent Geneva Bolenbaugh Home 
Auto
Farm & Ranch
Life • Dwelling Click for Quote",,,,image,ecommerce,81524,1310,74,880.7
enriched_ad_6126,campaign_003,IS YOUR COVERAGE UP-TO-DATE?,Home Auto Farm & Ranch Life Dwelling,Click for Quote,,,image,ecommerce,52932,766,52,817.45
enriched_ad_6127,campaign_017,ED! Entertainment Daily,Want the latest & best True Crime news? Click here for more.,Click here,,,image,entertainment,43863,1150,158,394.71
enriched_ad_6128,campaign_026,Affinity,"Photo 2
No subscription needed
Free trials available",,,,image,ecommerce,34939,721,62,367.88
enriched_ad_6129,campaign_014,Affinity - Photo Editing Software,The only photo editing software that works the same way on both your computer and Apple devices. Experience seamless integration across platforms with Affinity.,BUY NOW,,,image,ecommerce,39478,588,45,527.85
enriched_ad_6130,campaign_001,Got Coupons?,Find and automatically apply coupons at checkout. Get free Capital One Shopping codes with our browser extension.,Get Free Codes,,,image,ecommerce,73138,945,79,1232.8
enriched_ad_6131,campaign_014,Get the Country App,"Discover Hincapaux, your ultimate destination for Jeep enthusiasts and car lovers alike! Visit us at HumesForCars.com to explore our extensive collection of Jeeps.",Shop Now,facebook,,image,ecommerce,85959,1583,125,1244.24
enriched_ad_6132,campaign_014,"Kinzua","Country 104.3 GET THE APP Arzua Country 104.3 HUMES Jeep HumesForCars.com",Learn More,facebook,,image,ecommerce,78321,926,52,827.97
enriched_ad_6133,campaign_048,An ALTERNATIVE TO DIGITAL DEVICES,"DIGI-KEY ANALOG DEVICES AHEAD OF WHAT'S POSSIBLE WHEN YOUR DESIGN starts WITH ANALOG DEVICES, Start with Digi-Key LEARN MORE O START",LEARN MORE O START,,,image,ecommerce,45157,752,70,441.21
enriched_ad_6134,campaign_044,Roald Dahl's Matilda,"Experience the magical world of Roald Dahl with 'El Musical', Te Trae Desde Londres. Discover how this enchanting tale can transform your imagination.",,,,image,entertainment,52453,1024,137,295.08
enriched_ad_6135,campaign_028,Refugee Day - Celebrate Creativity,"Rescue.org/EU Knto to save refugees. Save lives, empower communities.",,,,image,non-profit/charity,72832,852,42,891.04
enriched_ad_6136,campaign_035,IAI - A World Leader in All Commercial Aircraft Cargo Conversions,Meet us at the Paris Air Show. Discover more about IAI's BFF7-300ER and BIG TWIN aircraft cargo conversions.,,,,image,ecommerce,97349,1475,74,962.64
enriched_ad_6137,campaign_047,"in","MIESTETISK 17 9",Learn More,facebook,,image,ecommerce,79188,862,70,950.08
enriched_ad_6138,campaign_026,Peoples Bank Home Loan Center Offers Free Pre-Qualification,People That You Know. Peoples Bank Home Loan Center OFFERS FREE PRE-QUALIFICATION TO PROSPECTIVE HOME BUYERS.,CLICK HERE -,,,image,finance,52355,619,26,1048.95
enriched_ad_6139,campaign_003,WE CUSTOM HOMES,"2021 PARADE OF HOMES, PEOPLE'S CHOICE AWARD, W.E. BUILD TOGETHER!",,,,image,ecommerce,27093,527,39,360.24
enriched_ad_6140,campaign_007,CrowdStrike AWS,How secure is your cloud? Get a free health check.,,,,image,ecommerce,92225,1037,74,1652.47
enriched_ad_6141,campaign_019,Boost Performance with AMD® EPYC™ 9004 Series Systems,Enhance your computing power by integrating PCIe Gen5 and supporting up to 12 DDR5 channels. Customize systems for optimal performance.,Customize Your System!,,,image,electronics/e-commerce,58494,1150,66,561.71
enriched_ad_6142,campaign_033,IT'S THE #1 KILLER IN THE U.S. TODAY...,Learn How You Can Protect Your Heart!,GET YOUR FREE DVD!,,,image,healthcare,36966,661,30,723.13
enriched_ad_6143,campaign_034,The Power Of The Dog,family friend POEMS Download Our Mobile App Faster. Smoother Better DOWNLOAD NOW,Download Now,,,image,entertainment,90678,1764,332,689.28
enriched_ad_6144,campaign_028,Smarter Friend & Family Lending,"Live Loan Counter Personal Loans Formalized Through LoanBack $1,790,581,228 and Counting Join the Tens of Thousands Who Trust LoanBack",,,,image,ecommerce,66835,907,49,790.36
enriched_ad_6145,campaign_042,Merican Tim & Faith Announce Surprise,Fans are left stunned by the announcement from Merican Tim and Faith. The surprise has generated significant buzz on social media platforms.,,,,image,entertainment,73683,1939,272,591.01
enriched_ad_6146,campaign_044,Enhance Feed Intake with Microbial Products,"Discover the benefits of BIOFRESH's microbial products. Since June 1- July 31, 2023, you can buy five and get one free! Help your herd by enhancing feed intake through improved ruminal fermentation which supports immune function.",Select BioFresh,,,image,ecommerce,95365,1229,77,1227.61
enriched_ad_6147,campaign_035,FARM COLLECTOR,"Sign up for our newsletter. Discover the latest in agriculture with Old Iron News features like original online articles, blogs.",SIGN UP NOW!,,,image,ecommerce,24738,436,29,392.08
enriched_ad_6148,campaign_043,Dedicated Wood Chippers - FEDDER MIGHTY MAC,"Mighty Mac offers top-notch wood chipping solutions. Whether you need to shred or recycle, our high-quality equipment ensures efficient and safe processing of trees into usable chips.",Click For More Info!,,,image,ecommerce,34325,485,33,532.96
