ad_id,campaign_id,headline_text,body_text,call_to_action,platform,placement,ad_format,category,impressions,clicks,conversions,spend
enriched_ad_0018,campaign_041,2022 IDAHO SHAKESPEARE FESTIVAL - SEASON TICKETS ON SALE NOW!,Give the gift of great theater in the Great Outdoors! BUY ONLINE,BUY ONLINE,,,image,entertainment,89186,1721,231,505.65
enriched_ad_0019,campaign_042,Your Hometown Healers,DOCTOR OWNED & OPERATED The Women's Clinic of Northern Colorado Schedule an appointment today!,,,,image,healthcare,59095,958,52,1217.92
enriched_ad_0020,campaign_045,Texas MBA,,,,,image,education,24079,423,38,195.56
enriched_ad_0021,campaign_037,Introducing,,,,,image,,85682,1700,88,1210.88
enriched_ad_0022,campaign_009,NEWSCARTUCSON Holiday SIGN UP GIVEAWAY,Stetson Painting Residential Commercial Fleet Feet Tucson McGuire's Jewelers Fine Jewelry Since 1947 Sun Lighting,,,,image,"ecommerce, saas, education, healthcare, finance, entertainment, travel, food, automotive, real_estate",84216,1470,76,1473.82
enriched_ad_0023,campaign_009,The LinnStrumentalists,,Watch the video,,,video,,71561,1894,160,1028.1
enriched_ad_0024,campaign_044,"FREE INSPECTIONS","& ESTIMATES! Since 1937 D /ROOFING 903-465-7677 WWW.LANKFORDROOFING.COM",Learn More,facebook,,image,ecommerce,77182,997,50,1155.67
enriched_ad_0025,campaign_026,Shepherd's Heart TOYS,,Donate Here,,,image,ecommerce,68231,939,67,814.35
enriched_ad_0026,campaign_048,Toys From The Heart,,Donate Here,,,image,entertainment,90076,2329,331,720.93
enriched_ad_0027,campaign_043,Shop HMI Fireplaces,,,,,image,ecommerce,35904,447,37,526.75
enriched_ad_0028,campaign_040,Meridian - BUILD Locally IMPACT Globally,"November 17-18, 2021
Stellar Register Now",Register Now,,,image,ecommerce,46530,794,50,555.11
enriched_ad_0029,campaign_019,Grammarly - Be Best English Writer You Can Be!,Get Grammarly. It's free! The best way to improve your writing skills and become the best English writer you can.,,,,image,education,66547,1397,156,524.33
enriched_ad_0030,campaign_037,"Horizon - Easier, Faster CRISPR-Cas9 Gene Editing",a PerkinElmer company. All-in-One Lentiviral sgRNA Vector.,Learn more,,,image,education,71244,1037,115,751.42
enriched_ad_0031,campaign_042,Runner Roof Racks Accessories Adventure Gear,,,,,image,ecommerce,99804,1980,175,1157.86
enriched_ad_0032,campaign_027,"Si tu carro termina en 8,9",,,,,image,entertainment,92086,2064,212,595.61
enriched_ad_0033,campaign_011,Si la placa de tu carro termina en 809,Es tu mes para matricular tu carro iP n INDUSO DE LA PROD.,,,,image,entertainment,76059,1977,326,387.37
enriched_ad_0034,campaign_032,Lo eLegacy,THE LARS LARSON SHOW Lars recommends eLegacy Law Full service estate planning from the comfort of your own home with flat rate pricing - No Surprises! Lars Special Rate,,,,image,ecommerce,72456,1240,79,1209.05
enriched_ad_0035,campaign_021,FINESTRE DA TETTO,AVVOLGI DI LUCE I TUOI SPAZI Pour FAKRO,,,,image,,74094,918,50,1223.64
enriched_ad_0036,campaign_034,Middleten Valle MA Tri-States Best!,Thank you for voting MVB as one of the Tri-States Best! Middletown Valley Bank is an FDIC-insured community heritage financial institution.,,,,image,finance,96950,1324,42,2616.77
enriched_ad_0037,campaign_033,The Podcast,A guided journey to coming to know the prophet. Brought to you by LDSLiving Learn More,,,,image,education,59172,1160,110,541.69
enriched_ad_0038,campaign_005,Shine,"Leave the toilet, Cleaning to the robots. Shine.",,,,image,ecommerce,69404,1130,111,833.96
enriched_ad_0039,campaign_012,Leaf Guard,"Get it. And forget it.
At LeafGuard®, we are dedicated to ensuring your home is protected year round, which is why we offer a no-clog guarantee. If your LeafGuard® gutter ever clogs, we will come out to clean at no cost to you.",LEARN MORE,,,image,ecommerce,24515,329,23,308.33
enriched_ad_0040,campaign_034,OUR BEST OFFERS OF THE SEASON!,"NOW THROUGH DECEMBER 10, 2021
300 Mbps Internet
$36.99
miapelka nced spands ray வு
GETA $100
VISA GIFT CARD
RCN
INTERNET-TV-PANE",,,,image,ecommerce,90199,1524,155,1044.79
enriched_ad_0041,campaign_001,FENDER PLAYER PLUS,,SHOP NOW,,,video,entertainment,61231,1527,263,302.2
enriched_ad_0042,campaign_034,D.I.Y. PLUMBING,NOT WORKING OUT? WE CLEAN YOUR LINE FOR $149 license # M6397 S H₂O Maestro Plumbing A Fayette Heating & Air Company THE OFFICIAL PLUMBING COMPANY OF UK ATHLETICS K,,,,image,ecommerce,20026,360,29,334.12
enriched_ad_0043,campaign_027,June UP TO 50% OFF,,Shop Now,,,image,ecommerce,64519,1300,122,1014.45
enriched_ad_0044,campaign_049,Great Events Have No Boundaries When In-Person and Virtual Become One,,REQUEST A DEMO,,,video,ecommerce,75209,1618,147,1342.31
enriched_ad_0045,campaign_010,Connect Health - Certified Colorado Health Insurance,Enroll now to get health insurance in Boulder County. Have questions? We can help.,ENROLL NOW,,,image,healthcare,71195,1109,61,1205.43
enriched_ad_0046,campaign_040,Celebrate 150 Years of History,in this new exhibit at the Longmont Museum.,,,,image,education,73117,1314,170,763.76
enriched_ad_0047,campaign_031,SRS STERLING - FORTRESS TABLEWARE SOLUTIONS™,A FORTESSA Tableware Solutions Company located in One Loudoun. Contact us at (866) 612-1777 for more details.,,,,image,ecommerce,96014,1045,62,941.7
enriched_ad_0048,campaign_026,TOP NOTCH Computers & Repairs,Computers & Repairs. Commercial Technology Services Expert Computer Repairs and Network Services Data & Disaster Recovery Services • Business & Medical IT Consulting Residential Computer Help Cybersecurity Solutions Local to NoVA CONTACT US < < < ,,,,image,"ecommerce, saas",29165,399,19,442.71
enriched_ad_0049,campaign_008,Bank of Clarke County,Help TOGETHER Visit our website to learn. Moke and Donate at www.bankofclarke.bank FDIC #GIVEWITHBOCC,,,,image,finance,96225,1184,32,2075.65
enriched_ad_0050,campaign_043,Purposeful Living,"Independent Living, Assisted Living, Inspiritás - Memory Care at Ashleigh in Lansdowne™, Call (703) 345-6912 for a tour.",,,,image,ecommerce,42334,878,55,619.2
enriched_ad_0051,campaign_005,TOP NOTCH Computers & Repairs,Computers & Repairs. Commercial Technology Services • Expert Computer Repairs and Network Services • Data & Disaster Recovery Services • Business & Medical IT Consulting • Residential Computer Help Cybersecurity Solutions Local to NoVA,,,,image,"ecommerce, saas, education, healthcare, finance, entertainment, travel, food, automotive, real_estate",91784,1003,51,1218.09
enriched_ad_0052,campaign_036,Practicam Al-Powered Social Media,Marketing for Dentists. Create your free account.,,,,image,ecommerce,38293,677,40,393.25
enriched_ad_0053,campaign_011,Fall Deals at Herbein's Garden Center,Rake in the Fall deals at Herbein's Garden Center. Visit us for exclusive discounts and offers.,CLICK HERE,,,image,ecommerce,47087,939,78,605.26
enriched_ad_0054,campaign_006,Historic Turkey Trot,5K Run/Walk & Fun Walk - Nov. 27 REGISTER TODAY Historic Bethlehem MUSEUMS & SITES,,,,image,entertainment,44229,622,64,280.72
enriched_ad_0055,campaign_048,Historic Turkey Trot,"5K Run/Walk & Fun Walk SATURDAY, NOVEMBER 27 REGISTER TODAY #Historic Bethlehem MUSEUMS & SITES",,,,image,entertainment,51810,1392,126,390.71
enriched_ad_0056,campaign_033,The Hot Dog King,"OCCO'S V SKICE Celebrating 99 Years! Quality You Can Trust Since 1923 Click here for full menu, hours & special offers",,,,image,food,37201,585,51,503.36
enriched_ad_0057,campaign_043,GO HIKING,Lule Waymaker Rodeo Lilicl Th,,,,image,,24069,313,15,256.21
enriched_ad_0058,campaign_031,"Me. Lasting Weight Loss","Download on the App Store GET IT ON Google Play",Learn More,facebook,,video,ecommerce,91546,1924,176,1335.39
enriched_ad_0059,campaign_033,J.me Black,,Shop Now,,,image,ecommerce,37576,747,65,450.9
enriched_ad_0060,campaign_029,Make Macomb Schools your Home,"For more information about Macomb Schools, go to www.misd.net",,,,image,education,99364,1374,203,1131.13
enriched_ad_0061,campaign_030,Wholetale Outlet,Your go-to store for the Greatest Values. Browse our weekly features.,,,,image,ecommerce,30407,436,43,377.25
enriched_ad_0062,campaign_039,Foodless,"Shop Today! Natural Foods | Organic Selections Supplements
2230 Biddle Rd, Medford | Open 24/7",SHOP TODAY!,,,image,food,57447,1499,99,700.44
enriched_ad_0063,campaign_038,FOOD 4 LESS,Shop Today! Natural Foods Organic Selections Supplements,,,,image,food,41807,1056,82,625.3
enriched_ad_0064,campaign_010,HOLLYWOOD BODY JEWELRY,TI-6AL4V-ELI ASTM F-136 Grade 23 IMPLANT GRADE TITANIUM at the most competitive prices,SHOP NOW,,,image,ecommerce,59717,1176,71,797.23
enriched_ad_0065,campaign_024,COUPON CODES AVAILABLE,Get Codes Capital One Shopping The Coupon-Finding Browser Extension I I,,,,image,ecommerce,57618,915,66,789.61
enriched_ad_0066,campaign_007,Place Your Bets On The Next Slam Dunk,,Take Your Shot,,,image,entertainment,92528,1839,169,449.38
enriched_ad_0067,campaign_028,GO BEYOND THE BET,Explore EXCLUSIVE & UNRIVALLED experiences at MAXIMBET. Play with me!,,,,video,entertainment,58468,1923,254,437.54
enriched_ad_0068,campaign_019,New Way to Bet,,Play Now,,,video,entertainment,54766,1780,326,481.97
enriched_ad_0069,campaign_033,Grow Stronger Together,,Join Now,,,image,ecommerce,63084,1140,61,905.19
enriched_ad_0070,campaign_005,Grow Stronger Together,,Join Now,,,image,ecommerce,64784,777,47,633.61
enriched_ad_0071,campaign_044,Complete Lung Cancer Care,Care in Queens at NewYork-Presbyterian on WEDNESDAY NOVEMBER 17 AT 5 PM.,CLICK HERE TO REGISTER Sign up now. Space is limited.,,,video,healthcare,86187,2025,141,1765.87
enriched_ad_0072,campaign_010,GO Miami,Discover now,,,,image,,97991,1293,81,1445.23
enriched_ad_0073,campaign_015,CAR SALE,NOVEMBER 8th - 19th Trades Accepted - Free Home Delivery RATES AS LOW AS 0.99% Up-to 36 Months Get Pre-Approved Online! dcfcu.org/carsale 305-471-5080 Dade County Federal,,,,image,ecommerce,76508,1040,103,1064.28
enriched_ad_0074,campaign_021,MARVEL INSIDER COULD BE YOURS!,WATCH AND READ FOR POINTS & REWARDS. JOIN NOW,JOIN NOW,,,video,entertainment,36882,772,112,199.81
enriched_ad_0075,campaign_049,Discover Mic on Instagram,,@MIC Follow us to stay updated with the latest news and exclusive content!,instagram,,image,entertainment,90145,2194,312,692.91
enriched_ad_0076,campaign_050,SHOP LOCAL GIVE LOCAL,"With XUMCU, learn more! Insured by NCUA.",Learn More!,,,image,ecommerce,76405,1557,98,930.33
enriched_ad_0077,campaign_015,Michigan Radio Connect,,,,,image,entertainment,52134,1259,209,379.8
enriched_ad_0078,campaign_046,Need Enriched Samples?,Find out more applied biosystems by Thermo Fisher Scientific,,,,image,ecommerce,69796,1229,88,1118.47
enriched_ad_0079,campaign_023,Innovative Materials,"Healthier Living, Brentwood Home - SHOP NOW CLIMATE NEUTRAL CERTIFIED",SHOP NOW,,,image,ecommerce,46801,572,57,652.16
enriched_ad_0080,campaign_020,Physician Career Center Job Board,Search 1000's of Physician Jobs Click Here,,,,image,ecommerce,48778,779,71,705.93
enriched_ad_0081,campaign_007,Community New Digital,,,,,image,ecommerce,50797,730,36,683.0
enriched_ad_0082,campaign_018,When Art Meets Science,The Creative Possibilities Are Endless,Learn More,,,image,ecommerce,27020,428,40,372.02
enriched_ad_0083,campaign_017,Buy for your characters,,BUY NOW,,,image,entertainment,89004,1252,144,585.65
enriched_ad_0084,campaign_008,Heebs - Fresh Market,Food Raiser! Donate and we will purchase the same food AND MORE at our cost!,LEARN MORE ► CAN THE GRIZ FOOD DRIVE?,,,image,food,78421,2026,126,1044.57
enriched_ad_0085,campaign_042,$140 Prize Value!,Enter for a chance to win the Bread Baking Giveaway MOUS KAPHYSI BREAD + MORE PRIZES! Enter Now,ENTER NOW,,,image,ecommerce,51865,777,71,595.06
enriched_ad_0086,campaign_024,ULTIMATE RIDE,*Restrictions apply. See our website for the complete promotional offer.* SPECIAL OFFERS AVAILABLE ON KTM 200 DUKE MOTORCYCLES KIM,,,,image,ecommerce,78619,1500,84,1167.87
enriched_ad_0087,campaign_009,PLAY The World’s Best Courses,MORE Than 100 Interactive Experiences GOLF All Year Round FULL SWING OFFICALLY UCENSED GOLF WATCH THE VIDEO Official ALATOR,,,,video,education,58046,983,124,531.3
enriched_ad_0088,campaign_013,We're a non-profit sustained by donations of about $25.,"If everyone reading right now gave $7, our fundraising would be done in under an hour. DONATE TODAY →",DONATE TODAY,,,image,ecommerce,71776,1230,117,716.3
enriched_ad_0089,campaign_022,DONATE TODAY,,Donate Today,,,image,ecommerce,29581,557,52,304.08
enriched_ad_0090,campaign_026,Know Before You Go,,,,,image,,41452,699,37,463.11
enriched_ad_0091,campaign_050,Know Before You Go,,,,,image,,57559,1016,63,978.71
enriched_ad_0092,campaign_007,Trustone Financial,We inspire our members to achieve lifelong financial well-being.,,,,image,finance,98452,820,29,2530.27
enriched_ad_0093,campaign_048,UNLOCKING THE POTENTIAL,IN ALL OF US LEARN MORE ABBOTT,,,,image,,73785,1187,107,875.55
enriched_ad_0094,campaign_005,Get Tickets at Knicks.com,,Shop Now,,,image,entertainment,81522,2051,281,478.32
enriched_ad_0095,campaign_025,El Dorado Hills Chamber of Commerce presents A Trip For An Adventure to Vietnam,"March 1 - 10, 2022
10 Days R/T Air, Meals, Tours
Hanoi
Ha Long Bay
Hoi An
HCM City",Click Here,,,image,travel,80766,1365,115,1250.5
enriched_ad_0096,campaign_018,Media Campaign Manager by Narity,,Sign Up,,,image,ecommerce,68784,1112,95,1095.06
enriched_ad_0097,campaign_019,Campaign Manager,Start your advertising locally with Narity Campaign Manager. Book now to get started.,Book Now,,,image,ecommerce,41915,619,45,486.12
enriched_ad_0098,campaign_032,MumsNet Insight,Discover valuable insights and expert advice tailored for mums on MumsNet.,,,,image,ecommerce,20026,408,29,289.84
enriched_ad_0099,campaign_049,"CIERRA TOWING For all your towing needs, Call Cierra Towing & Crushing LLC","24 Hour Wrecker Service
806-381-2561
We're there when you need us the most!
AMARILLO CANYON",,,,image,ecommerce,25442,519,50,372.49
enriched_ad_0100,campaign_038,CIERRA TOWING,"For all your towing needs, Call Cierra Towing & Crushing. We're there when you need us the most! AMARILLO CANYON 806-381-2561",,,,image,ecommerce,98721,1742,170,1474.02
enriched_ad_0101,campaign_045,Coulter Gardens & Nursery,,CLICK HERE,,,image,ecommerce,88377,950,78,998.89
enriched_ad_0102,campaign_014,Handcrafted Wooden Chairs,"Discover our collection of handcrafted wooden chairs, perfect for any room. Each piece is meticulously crafted to ensure durability and beauty.",Shop Now,facebook,,image,ecommerce,43310,594,54,549.79
enriched_ad_0103,campaign_045,Fowhand Furniture,We have it all - COASTAL LIVING. Discover our extensive collection of furniture designed for coastal living spaces.,,,,image,ecommerce,80429,1153,103,1345.95
enriched_ad_0104,campaign_030,Blaise - Our Junior Weathercaster,"18 JUNIOR Alexander Mansfield Dealerships Click Here to learn more about why your child should be Blaise, our talented junior weathercaster.",Click Here,,,image,entertainment,43959,813,110,307.73
enriched_ad_0105,campaign_048,Tell us why your child should be our Junior,"Weathercaster and win them a tour of our studio, the opportunity to film a Junior Weathercaster segment for WETM 18 News at 5:30!",CLICK HERE,,,image,entertainment,23461,411,61,120.92
enriched_ad_0106,campaign_002,Official Partner - NASCAR Powered by AWS,"Every Race, Every Moment.",,,,image,entertainment,26123,538,94,180.87
enriched_ad_0107,campaign_003,Race! ION ANASCAR CUP Series Wari Most Popunar Driver Tockiar,,,,,image,ecommerce,56744,685,49,725.41
enriched_ad_0108,campaign_006,Awards & Recognition Programs,,SIGN UP,,,image,healthcare,92112,1658,78,1665.28
enriched_ad_0109,campaign_044,Programs Highlight the Accomplishments of Industry Leaders,,SIGN UP Modern Healthcare,,,image,healthcare,84378,1422,70,2057.24
enriched_ad_0110,campaign_012,Awards & recognition programs,highlight the accomplishments of industry leaders.,SIGN UP Modern Healthcare,,,image,healthcare,40384,638,23,723.52
enriched_ad_0111,campaign_044,Help Bring News Gray to Your Community? We're Hiring,Want to help bring the news gray to your community? we're hiring. BROWSE CURRENT JOB OPENINGS > We are a COVID Safe Workplace.,,,,image,ecommerce,68395,1346,124,1033.5
enriched_ad_0112,campaign_025,North Star MOHICAN CASINO RESORT AUTUMNOBILE GIVEAWAYS,,WIN YOUR SHARE OF OVER IN PRIZES WHERE THE STARS ALIGN - CLICK TO PLAY,,,video,entertainment,40318,752,120,355.27
enriched_ad_0113,campaign_030,In The Wings,,,,,video,,80699,2171,164,1433.16
enriched_ad_0114,campaign_047,Advance Your Career,Master in Liberal Arts Offered online and on campus UNIVERSITY OF ST. THOMAS Learn More Sadels,,,,image,education,80192,1989,241,602.77
enriched_ad_0115,campaign_016,LEGO VIP Weekend,Is coming on 11/20-11/21 Learn more >,,,,image,entertainment,25388,487,48,141.96
enriched_ad_0116,campaign_043,Rates are Rising... It's a Great Time to Refinance!,"2.990 3.032% INTEREST RATE 30-YEAR FIXED RATE RESIDENTIAL MORTGAGE Loans up to $2 Million, No Paints! * Learn More INSTITUTION FOR SAVINGS Building Stronger Communities Together Since 1820, Member FDIC Member DIFNMLSID #410",*Learn More*,,,image,finance,21974,204,6,634.17
enriched_ad_0117,campaign_044,HEROES WERE MADE,"| Sage
Order your copy of this coffee table style book!
Call 814.532.5003
Or visit www.HeroesWereMade.com
tAX & SHIPPING",,,,image,entertainment,60896,1372,140,479.52
enriched_ad_0118,campaign_045,Just a Pinch Recipes,Discover delicious recipes for dinner. What's For Dinner? Get the perfect recipe to satisfy your cravings.,Get Recipes,,,image,ecommerce,41521,621,62,703.15
enriched_ad_0119,campaign_033,Family Dinner Delivered,Try delivery or curbside pickup.,Shop now.,instacart,,image,ecommerce,33535,464,45,568.09
enriched_ad_0120,campaign_043,Superlithium: The Future of Lithium,,Learn More,,,image,ecommerce,69030,1071,81,964.59
enriched_ad_0121,campaign_039,Investors Bank,Ready for business. Set for banking.,Learn More,,,image,finance,84510,1107,50,2360.16
enriched_ad_0122,campaign_007,Shop Before & After Collection! REPLEN,FREE Picture - Perfect Kit with Purchase $75+ from B&A Collection SHOP NOW,SHOP NOW,,,image,ecommerce,28872,575,41,483.53
enriched_ad_0123,campaign_006,View Weekly Ads,,,,,image,ecommerce,45195,537,27,471.7
enriched_ad_0124,campaign_044,Get the Family Caregiving Support You Need,When you're in New Hampshire and require caregiving support for your family.,Learn More,,,image,ecommerce,39605,582,35,696.68
enriched_ad_0125,campaign_050,"Lom - Easier Access to Care Anytime, Anywhere",Learn More About Horizon. Horizon is part of Blue Cross Blue Shield of New Jersey and operates as an independent licensee under the Blue Cross Blue Shield Association.,Shop Now,facebook,,image,healthcare,96591,1844,111,2526.69
enriched_ad_0126,campaign_022,Operating Engineers Local 825,Building roads & bridges in Illinois to keep us moving. UNION NOTENIEN LABO OP LENIONS BULIS 825 OWNIA BETTER BUILDING BEGINS HERE.,,,,image,ecommerce,31747,365,32,564.44
enriched_ad_0127,campaign_025,NJ Spotlight News,"Support Statewide Journalism. Be a sponsor. On-air, online, live events.",,,,image,entertainment,22848,560,54,188.72
enriched_ad_0128,campaign_005,Get The Guide to Analytics,Discover the power of analytics with our comprehensive guide. Cloud Marketing and Snowflake deliver on your promise.,Learn More,facebook,,image,ecommerce,33313,490,27,520.26
enriched_ad_0129,campaign_032,YOUR LOUISIANA IN TREASURER,Connecting You to Your Money! Search your name Louisiana Unclaimed Property,,,,image,ecommerce,62544,1074,81,790.17
enriched_ad_0130,campaign_013,J&B Firearm Sales,,,,,image,ecommerce,63641,1271,107,982.02
enriched_ad_0131,campaign_021,ON SALE NOW! OUTSTANDING DEALS CRAZY FAST SHIPPING,,SHOP NOW!,,,image,ecommerce,63010,888,62,859.73
enriched_ad_0132,campaign_018,Scribble Hub,Read thousands of novels for free!,,,,image,entertainment,64403,1206,182,426.64
enriched_ad_0133,campaign_008,WORLD'S BEST CAT LITTER GO NATURALLY SAFE. SWITCH TODAY,,Switch Today,,,image,ecommerce,93514,1308,117,1640.62
enriched_ad_0134,campaign_007,Special Discounts for Veterans,Ask us about our special discounts for Vets! • Assisted Living Secure Memory Care Respite Care The Willows At Meadow Branch Click To Schedule A Visit &,,,,image,ecommerce,49837,917,74,625.26
enriched_ad_0135,campaign_040,Free Checking with eStatements,"FDIC Centier offers Free Checking, Nationwide ATMs, Online and Mobile Banking. All the benefits:",Learn More,,,image,ecommerce,77743,1496,99,796.16
enriched_ad_0136,campaign_009,Support & Advice for Caregivers,,GET STARTED,,,image,ecommerce,82350,1274,95,1457.29
enriched_ad_0137,campaign_016,NEXT ADVENTURE is proud to be Oregon's alternative outdoor store!,"We're your one-stop-shop for camping gear and more! We have rentals, tuning, used gear too. Shop our four locations or next adventure.net",,,,image,ecommerce,58971,838,64,630.84
enriched_ad_0138,campaign_041,India Innovation Hero Awards 2021,Congratulations to Winners of 2021 SUSE,,,,image,ecommerce,48931,628,30,583.41
enriched_ad_0139,campaign_044,Unwrap the Joy of Oprah's Favorite Things,Discover and shop for your favorite items from Oprah Winfrey. Find everything you need to make life more joyful on Amazon.,Shop now!,amazon,,image,ecommerce,85732,1272,128,1195.73
enriched_ad_0140,campaign_005,AMAZON ORIGINAL STORIES,ΚΕΚΕ Palmer with Jasmine Guillory Southern Belle Insults Prime members read and listen for free KEKE Palmer Palmer SALSA 4Chelicas Keri on Werk Week My Dear Friend Janet of Lady Mi Palmer Palmer Sophie Dreams Big,,,,image,,43132,894,76,421.89
enriched_ad_0141,campaign_002,Shapeways,Custom pricing on 3D printing. Get a quote.,,,,image,ecommerce,39593,435,23,661.33
enriched_ad_0142,campaign_024,Marketing Solutions,We know a few things about getting attention. Email marketing is one. See what else we can do.,,,,image,ecommerce,76876,977,53,1346.66
enriched_ad_0143,campaign_001,Media Snar - Get Access,REEE www MEDIA SNAR www GET ACCESS atal OSINT FOR SECURITY POI Step-by-step processes for performing OSINT investigations.,,,,image,ecommerce,77638,1201,89,1258.53
enriched_ad_0144,campaign_049,LEBEDA MATTRESS FACTORY OUALITY BEDDING SINCE 1945 WINTER WARMUP MATTRASSES SALE,PillowPlush Start at Only $599 For a Queen Set with Cooling Gel and Memory Foam Plus FREE Local Delivery and a Free Bed Frame with sets $599 or more* Click Here!,Click Here! Get Your PillowPlush Mattress Today!,facebook,,image,ecommerce,92546,1815,133,1133.4
enriched_ad_0145,campaign_032,WINTER WARM UP,Save $200-$700 on a variety of mattress sets & Adjustable Beds with Power Bases PillowPlush Queen Sets with Cooling Gel and Memory Foam for only $599. LEBEDA Now Only Mattress Factory offers FREE Local Delivery and a Free Bed Frame.,,,,image,ecommerce,63952,1030,101,870.61
enriched_ad_0146,campaign_026,Powerful speeds up to 1 GIG,Xtream Internet starting at $19.99/mo for 1 year FREE installation when you order online.,,,,image,ecommerce,70323,1455,136,1036.16
enriched_ad_0147,campaign_006,XTREAM - Powerful Xtream Internet starting at Speeds up to 1 GIG/mo for 1 year,"FREE installation when you order online. *New customers only. Plus taxes, fees, modem rental and activation.",Get started XYKAM,,,image,ecommerce,27862,565,48,355.74
enriched_ad_0148,campaign_044,New Carbon/Fade Finish Defense,Shop Now for the latest in defense gear with our new carbon/fade finish.,SHOP NOW,,,image,ecommerce,86886,1028,103,1347.66
enriched_ad_0149,campaign_047,BÄRSkin TACTICAL HOODIE,Wildly comfortable. All-season protection.,Get 60% Off,,,image,ecommerce,57221,1180,122,877.3
enriched_ad_0150,campaign_030,Master Cooler Master Make It Yours,Explore the MASTERAIR series with our latest COLD DARK FORCE model. Experience ultimate cooling performance tailored to your needs.,Shop Now,,,image,electronics/ecommerce,59402,1136,60,834.13
enriched_ad_0151,campaign_044,MSI CLUTCH GM41 LIGHTWEIGHT WIRELESS,,,,,image,electronics/electronics/gaming/mice/usb-mice/msi-clutch-gm41-lightweight-wireless-usb-mouse-psa-v2,39333,519,47,415.87
enriched_ad_0152,campaign_039,PRO FOOTBALL CHALLENGE,"2021 SIGN UP TODAY FOR A CHANCE TO WIN A 55"" TV! CLICK TO ENTER SPONSORED BY m OZARK TRADING",CLICK TO ENTER,,,image,entertainment,31880,814,98,270.08
enriched_ad_0153,campaign_049,PRO FOOTBALL CHALLENGE,"2021 SIGN UP TODAY FOR A CHANCE TO WIN A 55"" TV! CLICK TO ENTER SPONSORED BY OZARK TRADING",CLICK TO ENTER,,,image,entertainment,32059,832,86,270.45
enriched_ad_0154,campaign_018,Packers Weekly Giveaway,,Enter Now,,,image,ecommerce,20246,345,28,288.75
enriched_ad_0155,campaign_028,Elite Care for Every Body,"Learn More about beliIn Health, TitleTown Sports Medicine & Orthopedics.",,,,image,healthcare,33915,357,22,870.46
