ad_id,headline_len,body_len,cta_len,headline_word_count,body_word_count,cta_word_count,headline_caps_ratio,body_caps_ratio,headline_has_numbers,body_has_numbers,headline_has_percent,body_has_percent,headline_urgency,body_urgency,headline_positive,body_positive,headline_exclamation,headline_question,body_exclamation,body_question,platform_encoded,ad_format_encoded,category_encoded,call_to_action_encoded,platform_smart speakers,ad_format_image,category_automotive,category_ecommerce,category_education,category_entertainment,category_healthcare,"category_healthcare, education",platform_facebook,platform_instagram,platform_format_interaction,impressions,clicks,conversions,spend,ctr,cvr,cpc,cpa,revenue_efficiency,cost_per_thousand_impressions,engagement_score,headline_len_x_ctr,body_len_x_cvr,platform_format_interaction,total_urgency_score,urgency_level,high_performer
enriched_ad_0011_original,46,90,0,8,14,0,0.34285714285714286,0.02666666666666667,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,False,True,False,True,False,False,False,False,0,0,0,1091,13,1,25.649195796694535,0.012167073655517,0.07692307692307693,1.973015061284195,25.649195796694535,0.03898757715159522,23.50980366333138,0.03806947496254097,0.559685388153782,6.923076923076923,0,0,0,0
enriched_ad_0012_original,30,105,0,4,17,0,0.16,0.20689655172413793,0,0,0,0,0,0,0,0,1,0,0,2,0,0,4,0,False,True,False,False,False,False,True,False,0,0,0,817,15,1,34.50065381389716,0.0185222970368858,0.06666666666666667,2.300043587593144,34.50065381389716,0.02898495794874448,42.228462440510604,0.037780044888798145,0.555668911106574,7.0,0,0,0,0
enriched_ad_0013_original,30,73,0,4,12,0,0.16,0.23333333333333334,0,0,0,0,0,0,0,0,1,0,0,2,0,0,4,0,False,True,False,False,False,False,True,False,0,0,0,1150,17,1,36.6497317552885,0.0148020327069514,0.058823529411764705,2.1558665738405,36.6497317552885,0.02728532930819341,31.869331961120434,0.03241063138887672,0.444060981208542,4.294117647058823,0,0,0,0
enriched_ad_0014_original,28,39,0,5,8,0,0.7391304347826086,0.06896551724137931,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,True,True,False,False,False,False,False,0,0,0,963,10,1,22.29905778046068,0.011414503133393,0.1,2.229905778046068,22.29905778046068,0.04484494411581102,23.15582324035377,0.04684870188003581,0.319606087735004,3.9000000000000004,0,0,0,0
enriched_ad_0015_original,18,55,0,3,10,0,1.0,0.6976744186046512,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,True,True,False,False,False,False,False,0,0,0,839,10,1,24.088301548872515,0.0130058385343265,0.1,2.4088301548872515,24.088301548872515,0.04151392732987463,28.710728902112653,0.047803503120595905,0.234105093617877,5.5,0,0,0,0
enriched_ad_0016_original,41,0,0,8,0,0,0.18181818181818182,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,False,True,False,False,False,True,False,False,0,0,0,880,24,1,45.1422608536852,0.0276236216715247,0.041666666666666664,1.8809275355702166,45.1422608536852,0.022152191341084874,51.29802369736955,0.03324083966958148,1.1325684885325127,0.0,0,0,0,0
enriched_ad_0017_original,46,0,0,9,0,0,0.1891891891891892,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,True,False,True,False,False,False,False,0,0,0,949,18,1,29.068812914919384,0.0191483965507524,0.05555555555555555,1.6149340508288548,29.068812914919384,0.034401129586091775,30.630993587902406,0.033711260152673665,0.8808262413346104,0.0,0,0,0,0
enriched_ad_0018_original,61,64,0,10,12,0,1.0,0.23076923076923078,1,0,0,0,1,0,0,1,1,0,1,0,0,0,3,0,False,True,False,False,False,True,False,False,0,0,0,1197,23,1,35.804656811205085,0.0192967506110824,0.043478260869565216,1.5567242091828297,35.804656811205085,0.02792932788807096,29.911993994323378,0.02896935471447553,1.1771017872760265,2.782608695652174,0,1,1,0
enriched_ad_0019_original,21,94,0,3,14,0,0.15789473684210525,0.32051282051282054,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,0,False,True,False,False,False,False,True,False,0,0,0,933,15,1,37.97818159251086,0.0162111853794737,0.06666666666666667,2.531878772834057,37.97818159251086,0.02633090785466137,40.70544650858613,0.03639337789435089,0.3404348929689477,6.266666666666667,0,1,1,0
enriched_ad_0020_original,9,0,0,2,0,0,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,False,True,False,False,True,False,False,False,0,0,0,985,17,1,40.908800189207064,0.0175671747165579,0.058823529411764705,2.4064000111298274,40.908800189207064,0.024444618159782383,41.53177684183458,0.03406971659464062,0.1581045724490211,0.0,0,0,0,0
enriched_ad_0001_improved,24,201,0,4,31,0,0.19047619047619047,0.09868421052631579,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,False,True,False,True,False,False,False,False,0,0,0,958,18,1,34.42995921711783,0.020896364389724767,0.05555555555555555,2.1518724510698646,34.42995921711783,0.02904447239376402,35.93941463164701,0.034760040856057085,0.5015127453533944,11.166666666666666,0,1,1,0
enriched_ad_0002_improved,20,116,0,5,18,0,0.23076923076923078,0.0425531914893617,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,False,True,False,True,False,False,False,False,0,0,0,1073,21,1,47.79341217040256,0.02108743608763105,0.047619047619047616,2.6551895650223645,47.79341217040256,0.020923385767783256,44.54185663597629,0.031700080700197676,0.421748721752621,5.523809523809524,0,2,2,0
enriched_ad_0003_improved,26,156,0,4,26,0,0.45,0.2457627118644068,0,1,0,0,0,1,1,1,0,0,0,0,0,0,3,0,False,True,False,False,False,True,False,False,0,0,0,870,23,1,39.915922972676306,0.02829771205746892,0.043478260869565216,1.9957961486338154,39.915922972676306,0.02505265882701826,45.880371232961274,0.03436993158230744,0.7357405134941919,6.782608695652174,0,1,1,0
enriched_ad_0004_improved,32,182,0,5,23,0,0.18518518518518517,0.0392156862745098,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,False,True,False,True,False,False,False,False,0,0,0,1110,17,1,33.95610149824861,0.01632383979270662,0.058823529411764705,2.2637400998832407,33.95610149824861,0.029449788281837305,30.591082430854602,0.033323715640329855,0.5223628733666118,10.705882352941176,0,2,2,0
enriched_ad_0005_improved,38,234,0,6,34,0,0.1875,0.03867403314917127,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,False,True,False,True,False,False,False,False,0,0,0,1069,17,1,41.925789712480324,0.017194614215657517,0.058823529411764705,2.795052647498688,41.925789712480324,0.023851667597863363,39.21963490409759,0.03384618029410039,0.6533953401949857,13.76470588235294,0,2,2,0
enriched_ad_0006_improved,36,135,0,6,17,0,0.18518518518518517,0.017543859649122806,1,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,False,True,False,False,False,False,True,False,0,0,0,1178,17,1,28.347145229352634,0.016138432387921734,0.058823529411764705,1.8898096819568422,28.347145229352634,0.035276920900116936,24.06379051727728,0.033212471197458925,0.5809835659651824,7.9411764705882355,0,1,1,0
enriched_ad_0007_improved,24,148,0,4,19,0,0.19047619047619047,0.032,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,False,True,False,True,False,False,False,False,0,0,0,930,10,1,26.505000142968928,0.0118612611953706,0.1,2.9450000158854364,26.505000142968928,0.03772873022471095,28.50000015373003,0.04711675671722237,0.2846702686888944,14.8,0,1,1,0
enriched_ad_0008_improved,32,165,0,4,23,0,0.14285714285714285,0.029411764705882353,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,False,True,False,True,False,False,False,False,0,0,0,1066,18,1,40.94111760563955,0.018157575699605254,0.05555555555555555,2.72940784037597,40.94111760563955,0.024425322474886525,38.40630169384573,0.03311676764198537,0.5810424223873681,9.166666666666666,0,1,1,0
enriched_ad_0009_improved,27,144,0,4,18,0,0.16666666666666666,0.01639344262295082,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,True,True,False,True,False,False,False,False,0,0,0,961,13,1,25.762927577046778,0.01546079126893982,0.07692307692307693,2.342084325186071,25.762927577046778,0.0388154644696102,26.808457416281765,0.040045705530594666,0.4174413642613751,11.076923076923077,0,1,1,0
enriched_ad_0010_improved,53,234,0,9,38,0,0.18604651162790697,0.05263157894736842,0,1,0,0,0,1,0,1,0,0,0,0,0,0,5,0,False,True,False,False,False,False,False,True,0,0,0,858,13,1,19.945446161423916,0.015863100037305764,0.07692307692307693,1.662120513451993,19.945446161423916,0.05013675762912136,23.24644074758032,0.04028709079161423,0.8407443019772055,18.0,0,1,1,0
enriched_ad_0011_improved,31,167,0,6,24,0,0.17391304347826086,0.037037037037037035,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,False,True,False,True,False,False,False,False,0,0,0,1091,16,1,25.649195796694535,0.0156174213735807,0.0625,1.973015061284195,25.649195796694535,0.03898757715159522,23.50980366333138,0.03437045282414842,0.48414006258100173,10.4375,0,2,2,0
enriched_ad_0012_improved,33,184,0,6,30,0,0.17857142857142858,0.16216216216216217,0,0,0,0,1,1,0,1,0,0,0,1,0,0,4,0,False,True,False,False,False,False,True,False,0,0,0,817,18,1,34.50065381389716,0.023044509791162418,0.05555555555555555,2.300043587593144,34.50065381389716,0.02898495794874448,42.228462440510604,0.036048928096919675,0.7604688231083598,10.222222222222221,0,2,2,0
enriched_ad_0013_improved,35,213,0,6,31,0,0.16666666666666666,0.06321839080459771,0,0,0,0,1,1,0,0,0,0,0,1,0,0,4,0,False,True,False,False,False,False,True,False,0,0,0,1150,20,1,36.6497317552885,0.018065149289499562,0.05,2.1558665738405,36.6497317552885,0.02728532930819341,31.869331961120434,0.03083908957369974,0.6322802251324847,10.65,0,2,2,0
enriched_ad_0014_improved,35,161,0,7,28,0,0.21428571428571427,0.046511627906976744,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,False,True,True,False,False,False,False,False,0,0,0,963,12,1,22.29905778046068,0.01443612199655098,0.08333333333333333,2.229905778046068,22.29905778046068,0.04484494411581102,23.15582324035377,0.04199500653126392,0.5052642698792843,13.416666666666666,0,2,2,0
enriched_ad_0015_improved,19,142,0,4,24,0,0.25,0.0625,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,False,True,True,False,False,False,False,False,0,0,0,839,11,1,24.088301548872515,0.015407656841138826,0.09090909090909091,2.4088301548872515,24.088301548872515,0.04151392732987463,28.710728902112653,0.04560823046831966,0.2927454799816377,12.90909090909091,0,2,2,0
enriched_ad_0016_improved,27,175,0,4,27,0,0.16666666666666666,0.034722222222222224,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,False,True,False,False,False,True,False,False,0,0,0,880,26,1,45.1422608536852,0.03067236715617019,0.038461538461538464,1.8809275355702166,45.1422608536852,0.022152191341084874,51.29802369736955,0.0337880356783175,0.8281539132165952,6.730769230769231,0,2,2,0
enriched_ad_0017_improved,29,201,0,6,30,0,0.2,0.042682926829268296,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,False,True,False,True,False,False,False,False,0,0,0,949,22,1,29.068812914919384,0.024369757324569537,0.045454545454545456,1.6149340508288548,29.068812914919384,0.034401129586091775,30.630993587902406,0.0328036725765599,0.7067229624125165,9.136363636363637,0,2,2,0
enriched_ad_0018_improved,37,148,0,4,20,0,0.15151515151515152,0.03225806451612903,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,False,True,False,False,False,True,False,False,0,0,0,1197,26,1,35.804656811205085,0.022452448265858776,0.038461538461538464,1.5567242091828297,35.804656811205085,0.02792932788807096,29.911993994323378,0.02885608434413065,0.8307405858367747,5.6923076923076925,0,2,2,0
enriched_ad_0019_improved,31,197,0,5,24,0,0.2,0.029585798816568046,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,False,True,False,False,False,False,True,False,0,0,0,933,18,1,37.97818159251086,0.01957478655624042,0.05555555555555555,2.531878772834057,37.97818159251086,0.02633090785466137,40.70544650858613,0.03396709415596647,0.6068183832434529,10.944444444444445,0,1,1,0
enriched_ad_0020_improved,32,172,0,5,23,0,0.25925925925925924,0.04195804195804196,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,0,False,True,False,False,True,False,False,False,0,0,0,985,21,1,40.908800189207064,0.02202492291031483,0.047619047619047616,2.4064000111298274,40.908800189207064,0.024444618159782383,41.53177684183458,0.032262572793807946,0.7047975331300745,8.19047619047619,0,1,1,0
